name,userName,ticker,reports,quarters,points,pointsPerEstimate,errorRate,accuracy
JorgeLuque,JorgeLuque,AAPL,Feb 1,1,26,26,0.16,0.81
JorgeLuque,JorgeLuque,AMAT,Feb 16,1,41,41,0.01,0.74
JorgeLuque,JorgeLuque,PYPL,Feb 2,1,19,19,0.06,0.54
JorgeLuque,JorgeLuque,SQ,Mar 2,1,24,24,0.30,0.83
JorgeLuque,JorgeLuque,ALLY,Feb 1,1,35,35,0.03,0.93
JorgeLuque,JorgeLuque,MTG,Jan 20,1,-10,-10,0.07,0.42
JorgeLuque,JorgeLuque,SE,Mar 1,1,34,34,0.11,0.78
JorgeLuque,JorgeLuque,CRWD,Mar 24,1,37,37,0.06,0.76
SantiagoDelgado,SantiagoDelgado,CX,Feb 10,1,15,15,0.46,0.63
SantiagoDelgado,SantiagoDelgado,GEF,Dec 8,1,17,17,0.03,0.79
SantiagoDelgado,SantiagoDelgado,TSLA,Feb 2,1,19,19,0.11,0.65
SantiagoDelgado,SantiagoDelgado,DIS,Feb 8,1,12,12,0.15,0.76
SantiagoDelgado,SantiagoDelgado,BIDU,Feb 24,1,28,28,0.07,0.66
SantiagoDelgado,SantiagoDelgado,TRGP,Feb 24,1,5,5,0.53,0.26
SantiagoDelgado,SantiagoDelgado,DVN,Feb 15,1,36,36,0.11,0.80
SantiagoDelgado,SantiagoDelgado,JPM,Jan 14,1,6,6,0.23,0.44
SantiagoDelgado,SantiagoDelgado,BIP,Feb 2,1,20,20,0.33,0.51
SantiagoDelgado,SantiagoDelgado,SEM,Feb 24,1,7,7,0.16,0.40
SantiagoDelgado,SantiagoDelgado,MTZ,Feb 24,1,26,26,0.14,0.78
SantiagoDelgado,SantiagoDelgado,GTLS,Feb 24,1,-29,-29,0.40,0.06
SantiagoDelgado,SantiagoDelgado,AAPL,Feb 1,1,23,23,0.16,0.74
SantiagoDelgado,SantiagoDelgado,AMAT,Feb 16,1,43,43,0.01,0.74
SantiagoDelgado,SantiagoDelgado,PYPL,Feb 2,1,22,22,0.05,0.61
SantiagoDelgado,SantiagoDelgado,SQ,Mar 2,1,24,24,0.30,0.90
SantiagoDelgado,SantiagoDelgado,ALLY,Feb 1,1,44,44,0.02,0.97
SantiagoDelgado,SantiagoDelgado,MTG,Jan 20,1,-12,-12,0.08,0.22
SantiagoDelgado,SantiagoDelgado,SE,Mar 1,1,12,12,0.10,0.59
SantiagoDelgado,SantiagoDelgado,CRWD,Mar 24,1,36,36,0.06,0.75
TDenkberg,TDenkberg,CX,Feb 10,1,-13,-13,0.53,0.04
TDenkberg,TDenkberg,TSLA,Feb 2,1,13,13,0.25,0.35
TDenkberg,TDenkberg,DIS,Feb 8,1,6,6,0.32,0.53
TDenkberg,TDenkberg,BIDU,Feb 24,1,12,12,0.04,0.54
TDenkberg,TDenkberg,TRGP,Feb 24,1,20,20,0.50,0.51
TDenkberg,TDenkberg,DVN,Feb 15,1,7,7,0.27,0.39
TDenkberg,TDenkberg,JPM,Jan 14,1,16,16,0.08,0.79
TDenkberg,TDenkberg,BIP,Feb 2,1,17,17,0.31,0.46
TDenkberg,TDenkberg,SEM,Feb 24,1,15,15,0.15,0.27
TDenkberg,TDenkberg,MTZ,Feb 24,1,20,20,0.18,0.53
TDenkberg,TDenkberg,GTLS,Feb 24,1,-7,-7,0.14,0.48
TDenkberg,TDenkberg,AAPL,Feb 1,1,-16,-16,0.38,0.01
TDenkberg,TDenkberg,AMAT,Feb 16,1,-9,-9,0.06,0.39
TDenkberg,TDenkberg,PYPL,Feb 2,1,3,3,0.09,0.32
TDenkberg,TDenkberg,SQ,Mar 2,1,4,4,0.45,0.33
TDenkberg,TDenkberg,ALLY,Feb 1,1,40,40,0.03,0.96
TDenkberg,TDenkberg,MTG,Jan 20,1,39,39,0.01,0.88
TDenkberg,TDenkberg,SE,Mar 1,1,32,32,0.09,0.79
EMeschini,EMeschini,CX,Feb 10,1,14,14,0.51,0.36
EMeschini,EMeschini,TSLA,Feb 2,1,10,10,0.09,0.59
EMeschini,EMeschini,DIS,Feb 8,1,5,5,0.32,0.46
EMeschini,EMeschini,TRGP,Feb 24,1,-8,-8,0.58,0.08
EMeschini,EMeschini,DVN,Feb 15,1,8,8,0.25,0.63
EMeschini,EMeschini,JPM,Jan 14,1,10,10,0.13,0.58
EMeschini,EMeschini,BIP,Feb 2,1,-1,-1,0.53,0.33
EMeschini,EMeschini,SEM,Feb 24,1,23,23,0.14,0.62
EMeschini,EMeschini,MTZ,Feb 24,1,3,3,0.21,0.26
EMeschini,EMeschini,GTLS,Feb 24,1,-7,-7,0.30,0.34
EMeschini,EMeschini,AAPL,Feb 1,1,10,10,0.16,0.71
EMeschini,EMeschini,PYPL,Feb 2,1,19,19,0.09,0.39
EMeschini,EMeschini,SQ,Mar 2,1,13,13,0.27,0.76
EMeschini,EMeschini,ALLY,Feb 1,1,25,25,0.12,0.75
EMeschini,EMeschini,MTG,Jan 20,1,-7,-7,0.03,0.30
Guillermo Hager,Ghinv92,CX,Feb 10,1,25,25,0.42,0.77
Guillermo Hager,Ghinv92,GEF,Dec 8,1,15,15,0.04,0.76
Guillermo Hager,Ghinv92,TSLA,Feb 2,1,10,10,0.09,0.50
Guillermo Hager,Ghinv92,DIS,Feb 8,1,4,4,0.32,0.38
Guillermo Hager,Ghinv92,BIDU,Feb 24,1,42,42,0.01,0.80
Guillermo Hager,Ghinv92,TRGP,Feb 24,1,20,20,0.47,0.66
Guillermo Hager,Ghinv92,XOM,Feb 1,1,37,37,0.05,0.77
Guillermo Hager,Ghinv92,DVN,Feb 15,1,11,11,0.21,0.55
Guillermo Hager,Ghinv92,JPM,Jan 14,1,31,31,0.09,0.93
Guillermo Hager,Ghinv92,BIP,Feb 2,1,26,26,0.25,0.62
Guillermo Hager,Ghinv92,SEM,Feb 24,1,20,20,0.13,0.59
Guillermo Hager,Ghinv92,MTZ,Feb 24,1,24,24,0.13,0.77
Guillermo Hager,Ghinv92,GTLS,Feb 24,1,-31,-31,0.38,0.03
Guillermo Hager,Ghinv92,AAPL,Feb 1,1,24,24,0.16,0.78
Guillermo Hager,Ghinv92,AMAT,Feb 16,1,41,41,0.01,0.74
Guillermo Hager,Ghinv92,PYPL,Feb 2,1,23,23,0.05,0.67
Guillermo Hager,Ghinv92,SQ,Mar 2,1,17,17,0.42,0.44
Guillermo Hager,Ghinv92,ALLY,Feb 1,1,23,23,0.13,0.70
Guillermo Hager,Ghinv92,MTG,Jan 20,1,-12,-12,0.07,0.14
Guillermo Hager,Ghinv92,SE,Mar 1,1,16,16,0.06,0.78
Guillermo Hager,Ghinv92,CRWD,Mar 24,1,26,26,0.11,0.63
Juan_Ortega,Juan_Ortega,CX,Feb 10,1,7,7,0.47,0.42
Juan_Ortega,Juan_Ortega,GEF,Dec 8,1,15,15,0.05,0.62
Juan_Ortega,Juan_Ortega,TSLA,Feb 2,1,-5,-5,0.14,0.57
Juan_Ortega,Juan_Ortega,DIS,Feb 8,1,13,13,0.12,0.73
Juan_Ortega,Juan_Ortega,BIDU,Feb 24,1,-13,-13,0.15,0.25
Juan_Ortega,Juan_Ortega,TRGP,Feb 24,1,25,25,0.34,0.99
Juan_Ortega,Juan_Ortega,DVN,Feb 15,1,13,13,0.19,0.55
Juan_Ortega,Juan_Ortega,JPM,Jan 14,1,28,28,0.13,0.89
Juan_Ortega,Juan_Ortega,BIP,Feb 2,1,35,35,0.18,0.72
Juan_Ortega,Juan_Ortega,SEM,Feb 24,1,24,24,0.08,0.82
Juan_Ortega,Juan_Ortega,MTZ,Feb 24,1,-2,-2,0.26,0.08
Juan_Ortega,Juan_Ortega,GTLS,Feb 24,1,19,19,0.06,0.50
Juan_Ortega,Juan_Ortega,AAPL,Feb 1,1,24,24,0.16,0.77
Juan_Ortega,Juan_Ortega,AMAT,Feb 16,1,28,28,0.02,0.64
Juan_Ortega,Juan_Ortega,PYPL,Feb 2,1,27,27,0.04,0.72
Juan_Ortega,Juan_Ortega,SQ,Mar 2,1,6,6,0.45,0.44
Juan_Ortega,Juan_Ortega,ALLY,Feb 1,1,37,37,0.09,0.93
Juan_Ortega,Juan_Ortega,MTG,Jan 20,1,-8,-8,0.05,0.39
Juan_Ortega,Juan_Ortega,SE,Mar 1,1,21,21,0.16,0.58
Juan_Ortega,Juan_Ortega,CRWD,Mar 24,1,22,22,0.16,0.54
JLC,JLC,JPM,Jan 14,1,29,29,0.06,0.71
JLC,JLC,ALLY,Feb 1,0,14,28,0.21,0.87
Fernando Henrique,FernandoHenriq,TSLA,Feb 2,1,13,13,0.07,0.71
Fernando Henrique,FernandoHenriq,DIS,Feb 8,1,8,8,0.23,0.63
Fernando Henrique,FernandoHenriq,BIDU,Feb 24,1,32,32,0.07,0.70
Fernando Henrique,FernandoHenriq,TRGP,Feb 24,1,5,5,0.52,0.32
Fernando Henrique,FernandoHenriq,DVN,Feb 15,1,27,27,0.17,0.77
Fernando Henrique,FernandoHenriq,JPM,Jan 14,1,33,33,0.13,0.94
Fernando Henrique,FernandoHenriq,SEM,Feb 24,1,3,3,0.17,0.21
Fernando Henrique,FernandoHenriq,MTZ,Feb 24,1,16,16,0.09,0.82
Fernando Henrique,FernandoHenriq,GTLS,Feb 24,1,-7,-7,0.13,0.40
Fernando Henrique,FernandoHenriq,AAPL,Feb 1,1,26,26,0.16,0.80
Fernando Henrique,FernandoHenriq,AMAT,Feb 16,1,31,31,0.02,0.66
Fernando Henrique,FernandoHenriq,PYPL,Feb 2,1,29,29,0.05,0.69
Fernando Henrique,FernandoHenriq,SQ,Mar 2,1,20,20,0.35,0.59
Fernando Henrique,FernandoHenriq,ALLY,Feb 1,1,19,19,0.17,0.56
Fernando Henrique,FernandoHenriq,MTG,Jan 20,1,-10,-10,0.06,0.30
Fernando Henrique,FernandoHenriq,SE,Mar 1,1,-9,-9,0.24,0.33
Fernando Henrique,FernandoHenriq,CRWD,Mar 24,1,30,30,0.06,0.71
Analyst_3901034,Analyst_3901034,CEVA,Feb 2,2,31,15.5,0.24,0.51
Analyst_3901034,Analyst_3901034,CLNE,Mar 15,1,-28,-28,0.57,0.08
Analyst_3901034,Analyst_3901034,REGN,Feb 10,1,-36,-36,0.20,0.00
Analyst_3901034,Analyst_3901034,GILD,Feb 8,1,-9,-9,0.15,0.19
Analyst_3901034,Analyst_3901034,IDCC,Feb 24,1,7,7,0.23,0.60
Analyst_3901034,Analyst_3901034,XLNX,Jan 26,1,-16,-16,0.03,0.04
Analyst_3901034,Analyst_3901034,VIAC,Feb 17,1,12,12,0.10,0.63
Analyst_3901034,Analyst_3901034,NLOK,Feb 3,1,-15,-15,0.09,0.15
Analyst_7649594,Analyst_7649594,CEVA,Feb 2,1,21,21,0.24,0.55
francescozunino,francescozunino,AMZN,Feb 3,9,114,12.7,0.20,0.56
francescozunino,francescozunino,CRM,Mar 1,9,164,18.2,0.11,0.60
francescozunino,francescozunino,GOOGL,Feb 2,9,137,15.2,0.11,0.54
francescozunino,francescozunino,FB,Feb 2,8,142,17.8,0.07,0.69
francescozunino,francescozunino,AAPL,Feb 1,8,105,13.1,0.09,0.56
francescozunino,francescozunino,NVDA,Feb 17,8,147,18.4,0.10,0.58
francescozunino,francescozunino,TGT,Mar 8,7,166,23.7,0.14,0.78
francescozunino,francescozunino,QCOM,Feb 2,7,200,28.6,0.04,0.72
francescozunino,francescozunino,JWN,Mar 3,7,50,7.1,0.21,0.51
francescozunino,francescozunino,TWLO,Feb 15,7,191,27.3,0.34,0.69
francescozunino,francescozunino,MSFT,Jan 27,6,134,22.3,0.05,0.58
francescozunino,francescozunino,ETSY,Mar 1,6,96,16,0.11,0.64
francescozunino,francescozunino,AMD,Feb 1,5,103,20.6,0.07,0.68
francescozunino,francescozunino,ISRG,Jan 27,5,102,20.4,0.10,0.52
francescozunino,francescozunino,WDAY,Feb 28,5,67,13.4,0.08,0.47
francescozunino,francescozunino,ALGN,Feb 3,5,122,24.4,0.10,0.68
francescozunino,francescozunino,WMT,Feb 17,5,112,22.4,0.06,0.73
francescozunino,francescozunino,SDC,Mar 2,4,16,3.6,0.35,0.52
francescozunino,francescozunino,TTD,Feb 17,4,99,24.8,0.14,0.60
francescozunino,francescozunino,SHOP,Feb 16,4,53,13.3,0.28,0.63
francescozunino,francescozunino,WSM,Mar 16,4,85,21.3,0.10,0.57
francescozunino,francescozunino,ADBE,Dec 16,4,68,17,0.01,0.61
francescozunino,francescozunino,LRCX,Jan 26,4,117,29.3,0.03,0.65
francescozunino,francescozunino,LITE,Feb 8,3,65,21.7,0.09,0.63
francescozunino,francescozunino,SQ,Mar 2,3,21,7,0.26,0.56
francescozunino,francescozunino,M,Feb 22,3,-6,-2,0.34,0.48
francescozunino,francescozunino,CPRI,Feb 9,3,9,3,0.06,0.55
francescozunino,francescozunino,ANET,Feb 17,3,36,12,0.04,0.51
francescozunino,francescozunino,LVS,Jan 26,3,9,3,0.32,0.60
francescozunino,francescozunino,NOW,Jan 26,3,32,10.7,0.04,0.50
Analyst_8096201,Analyst_8096201,COIN,Feb 10,2,1,0.5,0.48,0.29
Analyst_8096201,Analyst_8096201,GME,Dec 8,2,42,21,0.14,0.63
Analyst_8096201,Analyst_8096201,ZM,Mar 9,2,54,27,0.05,0.68
Analyst_8096201,Analyst_8096201,TSLA,Feb 2,2,42,21,0.13,0.60
Analyst_8096201,Analyst_8096201,AMZN,Feb 3,2,6,3,0.29,0.37
Analyst_8096201,Analyst_8096201,ALGN,Feb 3,2,65,32.5,0.05,0.71
Analyst_8096201,Analyst_8096201,AAPL,Feb 1,2,32,16,0.05,0.69
Analyst_8096201,Analyst_8096201,FB,Feb 2,2,8,4,0.09,0.32
Analyst_8096201,Analyst_8096201,GOOGL,Feb 2,2,44,22,0.07,0.70
Analyst_8096201,Analyst_8096201,AMAT,Feb 16,2,76,38,0.02,0.87
Analyst_8096201,Analyst_8096201,NVDA,Feb 17,2,47,23.5,0.04,0.56
Analyst_8096201,Analyst_8096201,MSFT,Jan 27,2,53,26.5,0.05,0.61
Analyst_8096201,Analyst_8096201,DOCU,Mar 17,2,47,23.5,0.06,0.60
Analyst_8096201,Analyst_8096201,RH,Dec 8,1,19,19,0.10,0.74
Analyst_8096201,Analyst_8096201,OXY,Feb 15,1,-7,-7,0.15,0.27
Tom Telford,upandtotheright,TXN,Jan 26,23,451,19.7,0.04,0.70
Tom Telford,upandtotheright,MA,Feb 3,22,446,20.3,0.03,0.64
Tom Telford,upandtotheright,MSFT,Jan 27,22,495,22.5,0.05,0.67
Tom Telford,upandtotheright,LRCX,Jan 26,22,591,26.9,0.02,0.65
Tom Telford,upandtotheright,PYPL,Feb 2,22,462,21,0.02,0.66
Tom Telford,upandtotheright,QCOM,Feb 2,21,455,21.7,0.05,0.66
Tom Telford,upandtotheright,INTC,Jan 26,21,360,17.1,0.07,0.64
Tom Telford,upandtotheright,NFLX,Jan 18,21,286,13.3,0.11,0.63
Tom Telford,upandtotheright,AAPL,Feb 1,21,484,23,0.04,0.68
Tom Telford,upandtotheright,CRM,Mar 1,21,617,29.4,0.06,0.69
Tom Telford,upandtotheright,FFIV,Jan 26,21,428,20.4,0.02,0.62
Tom Telford,upandtotheright,SWKS,Jan 27,21,522,24.9,0.04,0.66
Tom Telford,upandtotheright,V,Feb 3,21,473,22.5,0.02,0.66
Tom Telford,upandtotheright,SEDG,Feb 16,21,435,20.7,0.06,0.65
Tom Telford,upandtotheright,ANET,Feb 17,20,537,26.9,0.04,0.71
Tom Telford,upandtotheright,NVDA,Feb 17,20,478,23.9,0.08,0.68
Tom Telford,upandtotheright,FN,Feb 7,20,386,18.8,0.04,0.64
Tom Telford,upandtotheright,SLAB,Feb 2,20,392,19.6,0.09,0.64
Tom Telford,upandtotheright,PANW,Mar 1,20,468,23.4,0.03,0.69
Tom Telford,upandtotheright,GOOGL,Feb 2,20,291,14.6,0.07,0.58
Tom Telford,upandtotheright,RDWR,Feb 9,20,343,17.2,0.10,0.61
Tom Telford,upandtotheright,CSCO,Feb 16,20,455,22.2,0.01,0.63
Tom Telford,upandtotheright,FB,Feb 2,20,422,21.1,0.06,0.67
Tom Telford,upandtotheright,AVGO,Dec 9,20,556,27.8,0.01,0.71
Tom Telford,upandtotheright,FTNT,Feb 9,19,490,25.8,0.05,0.72
Tom Telford,upandtotheright,ADBE,Dec 16,19,476,25.1,0.02,0.67
Tom Telford,upandtotheright,TMO,Feb 2,19,408,21.5,0.04,0.65
Tom Telford,upandtotheright,XLNX,Jan 26,18,325,18.1,0.03,0.61
Tom Telford,upandtotheright,AMAT,Feb 16,18,552,30.7,0.02,0.69
Tom Telford,upandtotheright,IBM,Jan 24,18,206,11.4,0.02,0.62
Davis Lundberg,dlundberg,CRM,Mar 1,9,147,16.3,0.07,0.67
Davis Lundberg,dlundberg,AAPL,Feb 1,7,127,18.1,0.06,0.68
Davis Lundberg,dlundberg,AMD,Feb 1,7,97,13.9,0.10,0.58
Davis Lundberg,dlundberg,GOOGL,Feb 2,5,48,9.6,0.12,0.43
Davis Lundberg,dlundberg,MSFT,Jan 27,5,114,20.7,0.04,0.58
Davis Lundberg,dlundberg,NVDA,Feb 17,4,39,9.8,0.09,0.60
Davis Lundberg,dlundberg,FB,Feb 2,4,-41,-10.3,0.13,0.30
Davis Lundberg,dlundberg,F,Jan 27,4,-4,-1,0.29,0.31
Davis Lundberg,dlundberg,GE,Jan 27,3,54,18,0.19,0.72
Davis Lundberg,dlundberg,ULTA,Mar 10,3,51,17,0.14,0.70
Davis Lundberg,dlundberg,SBUX,Jan 27,3,-13,-4.3,0.09,0.30
Davis Lundberg,dlundberg,TSLA,Feb 2,3,44,14.7,0.12,0.63
Davis Lundberg,dlundberg,SHOP,Feb 16,3,29,9.7,0.29,0.55
Davis Lundberg,dlundberg,TWTR,Feb 10,3,13,4.3,0.24,0.53
Davis Lundberg,dlundberg,BA,Jan 26,3,23,7.7,0.25,0.61
Davis Lundberg,dlundberg,V,Feb 3,3,3,1,0.05,0.24
Davis Lundberg,dlundberg,TXN,Jan 26,2,-1,-0.5,0.11,0.26
Davis Lundberg,dlundberg,WOLF,Jan 25,2,-22,-11,0.21,0.17
Davis Lundberg,dlundberg,DPZ,Feb 24,2,44,22,0.02,0.69
Davis Lundberg,dlundberg,TGT,Mar 8,2,15,7.5,0.08,0.53
Davis Lundberg,dlundberg,BABA,Feb 2,2,12,6,0.10,0.39
Davis Lundberg,dlundberg,BIDU,Feb 24,2,1,0.5,0.18,0.42
Davis Lundberg,dlundberg,MCD,Jan 24,2,15,7.5,0.05,0.43
Davis Lundberg,dlundberg,AMZN,Feb 3,2,1,0.5,0.32,0.47
Davis Lundberg,dlundberg,OLED,Feb 24,2,87,43.5,0.03,0.73
Davis Lundberg,dlundberg,QCOM,Feb 2,2,34,17,0.08,0.42
Davis Lundberg,dlundberg,CAT,Jan 27,2,29,14.5,0.12,0.60
Davis Lundberg,dlundberg,HD,Feb 22,2,18,9,0.04,0.53
Davis Lundberg,dlundberg,LULU,Dec 9,2,63,31.5,0.08,0.84
Davis Lundberg,dlundberg,NOW,Jan 26,2,64,32,0.02,0.72
Analyst_9138660,Analyst_9138660,GOOGL,Feb 2,15,305,20.3,0.09,0.68
Analyst_9138660,Analyst_9138660,AAPL,Feb 1,14,350,25,0.06,0.69
Analyst_9138660,Analyst_9138660,FB,Feb 2,14,243,17.4,0.07,0.62
Analyst_9138660,Analyst_9138660,AMZN,Feb 3,13,193,14.8,0.18,0.61
Analyst_9138660,Analyst_9138660,V,Feb 3,11,222,20.2,0.02,0.61
Analyst_9138660,Analyst_9138660,MA,Feb 3,11,293,26.6,0.03,0.67
Analyst_9138660,Analyst_9138660,MSFT,Jan 27,9,214,23.8,0.04,0.70
Analyst_9138660,Analyst_9138660,ALGN,Feb 3,9,160,17.8,0.09,0.66
Analyst_9138660,Analyst_9138660,ORCL,Dec 9,7,108,15.4,0.02,0.54
Analyst_9138660,Analyst_9138660,BKNG,Mar 2,7,70,10,0.07,0.59
Analyst_9138660,Analyst_9138660,ADBE,Dec 16,7,147,21,0.02,0.63
Analyst_9138660,Analyst_9138660,NOW,Jan 26,5,165,33,0.02,0.79
Analyst_9138660,Analyst_9138660,PYPL,Feb 2,5,68,13.6,0.03,0.64
Analyst_9138660,Analyst_9138660,FIVN,Feb 22,4,124,31,0.07,0.81
Analyst_9138660,Analyst_9138660,CDNS,Feb 2,4,105,26.3,0.03,0.62
Analyst_9138660,Analyst_9138660,SHOP,Feb 16,4,77,19.3,0.26,0.64
Analyst_9138660,Analyst_9138660,TMUS,Feb 10,3,59,19.7,0.07,0.67
Analyst_9138660,Analyst_9138660,SPGI,Feb 8,3,81,27,0.04,0.68
Analyst_9138660,Analyst_9138660,NFLX,Jan 18,2,45,22.5,0.07,0.68
Analyst_9138660,Analyst_9138660,DIS,Feb 8,2,1,0.5,0.38,0.54
Analyst_9138660,Analyst_9138660,NKE,Dec 20,2,30,15,0.04,0.66
Analyst_8458695,Analyst_8458695,KO,Feb 9,1,10,10,0.07,0.17
Analyst_8458695,Analyst_8458695,ALGN,Feb 3,1,16,16,0.07,0.43
Analyst_8458695,Analyst_8458695,MELI,Feb 24,1,-5,-5,0.22,0.54
djh,djh,IPGP,Feb 15,15,141,9.4,0.09,0.56
djh,djh,NFLX,Jan 18,15,200,13.3,0.09,0.60
djh,djh,IBM,Jan 24,14,222,15.9,0.02,0.65
djh,djh,TSLA,Feb 2,14,179,12.8,0.25,0.67
djh,djh,AMZN,Feb 3,14,212,15.1,0.18,0.65
djh,djh,TSM,Jan 13,14,250,17.9,0.06,0.63
djh,djh,ALGN,Feb 3,12,231,19.3,0.16,0.63
djh,djh,SHOP,Feb 16,12,322,26.8,0.24,0.74
djh,djh,BABA,Feb 2,12,177,14.8,0.08,0.65
djh,djh,ISRG,Jan 27,11,224,20.4,0.08,0.65
djh,djh,AXON,Mar 1,9,192,21.3,0.21,0.68
djh,djh,GE,Jan 27,9,163,18.1,0.22,0.61
djh,djh,DIS,Feb 8,8,50,6.3,0.22,0.50
djh,djh,MGA,Feb 25,7,54,7.7,0.03,0.48
djh,djh,SJR,Jan 12,5,40,8,0.17,0.48
djh,djh,BKNG,Mar 2,5,73,14.6,0.05,0.56
djh,djh,BB,Dec 16,5,33,6.6,0.42,0.49
djh,djh,SQ,Mar 2,5,71,14.2,0.24,0.65
djh,djh,TDOC,Mar 2,5,72,14.4,0.13,0.57
djh,djh,MCO,Feb 18,4,41,10.3,0.10,0.44
djh,djh,CRM,Mar 1,4,111,27.8,0.09,0.68
djh,djh,ULTA,Mar 10,4,4,1,0.03,0.38
djh,djh,BYND,Mar 3,3,45,15,0.26,0.54
djh,djh,CNC,Feb 8,2,29,14.5,0.08,0.64
djh,djh,QS,Feb 15,2,-4,-2,0.64,0.58
djh,djh,ADBE,Dec 16,2,32,16,0.02,0.54
djh,djh,NVDA,Feb 17,1,12,12,0.05,0.56
djh,djh,RBLX,Feb 24,1,4,4,0.63,0.38
djh,djh,MCD,Jan 24,1,1,1,0.07,0.23
djh,djh,DOCS,Jan 28,1,4,4,0.32,0.11
DK321722,DK321722,COO,Mar 3,24,319,13.3,0.07,0.55
DK321722,DK321722,HRC,Jan 28,24,149,6.2,0.06,0.40
DK321722,DK321722,ZBH,Feb 1,24,301,12.5,0.07,0.54
DK321722,DK321722,ITGR,Feb 24,24,207,8.6,0.18,0.51
DK321722,DK321722,SYK,Jan 25,24,373,15.5,0.05,0.53
DK321722,DK321722,STE,Feb 14,22,262,11.9,0.03,0.54
DK321722,DK321722,IART,Feb 24,16,236,14.8,0.03,0.62
DK321722,DK321722,ALGN,Feb 3,13,73,5.6,0.21,0.38
DK321722,DK321722,CSII,Feb 9,11,29,2.7,0.48,0.26
DK321722,DK321722,SRCL,Feb 24,10,22,2.2,0.20,0.49
NR802552,NR802552,COO,Mar 3,8,-41,-5.1,0.18,0.24
NR802552,NR802552,FLS,Feb 17,7,-13,-1.9,0.18,0.31
NR802552,NR802552,PETS,Jan 24,7,-6,-0.9,0.40,0.40
NR802552,NR802552,AWK,Feb 22,7,22,3.1,0.04,0.44
NR802552,NR802552,XYL,Feb 3,7,-197,-28.1,0.29,0.02
NR802552,NR802552,HRC,Jan 28,7,-37,-5.3,0.16,0.22
NR802552,NR802552,SYK,Jan 25,7,2,0.3,0.15,0.36
NR802552,NR802552,ZBH,Feb 1,7,-58,-8.3,0.21,0.17
NR802552,NR802552,ITGR,Feb 24,7,-74,-10.6,0.39,0.20
NR802552,NR802552,WTS,Feb 14,7,19,2.7,0.09,0.33
NR802552,NR802552,MWA,Feb 2,6,-34,-5.7,0.24,0.27
NR802552,NR802552,WTRG,Feb 23,5,36,7.2,0.14,0.51
NR802552,NR802552,STE,Feb 14,5,79,15.8,0.05,0.54
NR802552,NR802552,SRCL,Feb 24,4,-67,-16.8,0.34,0.16
NR802552,NR802552,ALGN,Feb 3,3,-14,-4,0.40,0.34
NR802552,NR802552,PODD,Feb 23,3,9,3,0.45,0.40
NR802552,NR802552,AXL,Feb 11,3,-9,-3,0.10,0.28
NR802552,NR802552,DXCM,Feb 23,3,-18,-6,0.57,0.12
NR802552,NR802552,WGO,Dec 17,3,35,11.7,0.06,0.54
NR802552,NR802552,CWH,Mar 10,2,-37,-18.5,0.86,0.11
NR802552,NR802552,KAMN,Feb 28,2,-20,-10,0.59,0.22
NR802552,NR802552,THO,Mar 7,2,-29,-14.5,0.16,0.09
NR802552,NR802552,AIT,Jan 27,1,-18,-18,0.03,0.24
NR802552,NR802552,BWA,Feb 10,1,-11,-7.3,0.11,0.12
NR802552,NR802552,VC,Feb 24,1,3,2,0.11,0.36
NR802552,NR802552,TEN,Feb 8,1,23,15.3,0.07,0.44
NR802552,NR802552,LEA,Jan 27,1,-13,-8.7,0.08,0.17
NR802552,NR802552,APTV,Feb 3,1,8,5.3,0.15,0.43
SenatorKevin,SenatorKevin,ALGN,Feb 3,26,457,17.6,0.11,0.58
SenatorKevin,SenatorKevin,FB,Feb 2,23,480,20.9,0.06,0.64
SenatorKevin,SenatorKevin,GOOGL,Feb 2,20,249,12.5,0.09,0.53
SenatorKevin,SenatorKevin,MA,Feb 3,19,282,14.8,0.04,0.56
SenatorKevin,SenatorKevin,V,Feb 3,16,207,12.9,0.04,0.49
SenatorKevin,SenatorKevin,CRM,Mar 1,11,310,28.2,0.04,0.72
SenatorKevin,SenatorKevin,NKE,Dec 20,7,38,5.4,0.07,0.38
SenatorKevin,SenatorKevin,AXP,Jan 20,7,99,14.1,0.02,0.63
SenatorKevin,SenatorKevin,JPM,Jan 14,6,137,22.8,0.03,0.70
SenatorKevin,SenatorKevin,BA,Jan 26,5,75,15,0.07,0.55
SenatorKevin,SenatorKevin,AAPL,Feb 1,3,19,6.3,0.05,0.40
SenatorKevin,SenatorKevin,HD,Feb 22,3,31,10.3,0.01,0.69
SenatorKevin,SenatorKevin,TWLO,Feb 15,2,61,30.5,0.17,0.79
SenatorKevin,SenatorKevin,LC,Feb 22,2,5,2.5,0.27,0.44
SenatorKevin,SenatorKevin,DIS,Feb 8,2,12,6,0.05,0.67
SenatorKevin,SenatorKevin,SBUX,Jan 27,1,-3,-3,0.08,0.62
SenatorKevin,SenatorKevin,LVS,Jan 26,1,-6,-6,0.09,0.33
SenatorKevin,SenatorKevin,WYNN,Feb 10,1,1,1,0.04,0.33
SenatorKevin,SenatorKevin,TSLA,Feb 2,1,14,14,0.51,0.52
SenatorKevin,SenatorKevin,ORCL,Dec 9,1,8,8,0.04,0.52
SenatorKevin,SenatorKevin,TWTR,Feb 10,1,22,22,0.25,0.62
Analyst_1145073,Analyst_1145073,BYND,Mar 3,6,25,4.2,0.42,0.63
Analyst_1145073,Analyst_1145073,FB,Feb 2,6,115,19.2,0.12,0.53
