name,userName,ticker,reports,quarters,points,pointsPerEstimate,errorRate,accuracy
Shawn P. Cooney,shawncooney,COST,Dec 9,6,134,22.3,0.05,0.66
Shawn P. Cooney,shawncooney,CRWD,Mar 24,6,164,27.3,0.25,0.66
Shawn P. Cooney,shawncooney,TWLO,Feb 15,6,137,22.8,0.27,0.61
Jack Andrews,Needham_33,TDC,Feb 10,16,146,8.8,0.12,0.45
Jack Andrews,Needham_33,NTNX,Mar 3,13,-28,-2.1,0.30,0.21
Jack Andrews,Needham_33,MDB,Mar 16,13,228,17.5,0.26,0.46
Jack Andrews,Needham_33,ORCL,Dec 9,12,149,12.4,0.03,0.54
Jack Andrews,Needham_33,SPLK,Mar 3,11,37,3.2,0.28,0.31
Jack Andrews,Needham_33,NEWR,Feb 8,8,87,10.2,0.47,0.44
Jack Andrews,Needham_33,CVLT,Jan 26,7,66,9.4,0.15,0.52
Jack Andrews,Needham_33,DT,Feb 2,7,39,5.6,0.12,0.25
Jack Andrews,Needham_33,AYX,Feb 23,7,58,7.7,0.72,0.41
Jack Andrews,Needham_33,NOW,Jan 26,6,62,9.7,0.11,0.27
Jack Andrews,Needham_33,TEAM,Jan 20,6,79,13.2,0.14,0.36
Jack Andrews,Needham_33,FROG,Feb 10,5,89,17.8,0.26,0.66
Jack Andrews,Needham_33,PEGA,Feb 24,5,53,10.6,0.40,0.48
Jack Andrews,Needham_33,DDOG,Feb 17,4,41,9.1,0.68,0.24
Jack Andrews,Needham_33,RAMP,Feb 8,4,29,7.3,0.80,0.17
Jack Andrews,Needham_33,SNOW,Mar 2,3,33,11,0.28,0.47
Jack Andrews,Needham_33,DOMO,Mar 16,2,39,19.5,0.30,0.31
Jack Andrews,Needham_33,APPN,Feb 24,2,9,4.5,0.60,0.27
Jack Andrews,Needham_33,AAIC,Feb 8,1,-50,-50,1.00,0.02
Analyst_398345,Analyst_398345,DAL,Jan 18,4,-19,-4.8,0.51,0.26
Analyst_398345,Analyst_398345,WYNN,Feb 10,2,40,20,0.14,0.65
Analyst_398345,Analyst_398345,AMC,Mar 3,1,-6,-6,0.29,0.53
Analyst_398345,Analyst_398345,CCL,Jan 25,1,22,22,0.11,0.69
Analyst_398345,Analyst_398345,CAL,Mar 15,1,19,19,0.16,0.47
Analyst_398345,Analyst_398345,BIDU,Feb 24,1,10,10,0.07,0.64
Analyst_398345,Analyst_398345,MTRX,Feb 9,1,31,31,0.46,0.71
Analyst_398345,Analyst_398345,BAC,Jan 18,1,6,6,0.13,0.56
Analyst_398345,Analyst_398345,CAT,Jan 27,1,7,7,0.20,0.41
Analyst_398345,Analyst_398345,ORCL,Dec 9,1,-5,-5,0.03,0.68
Analyst_398345,Analyst_398345,SQ,Mar 2,1,-11,-11,0.42,0.22
Analyst_398345,Analyst_398345,TEAM,Jan 20,1,2,2,0.09,0.27
Analyst_398345,Analyst_398345,UNVR,Feb 23,1,6,6,0.12,0.60
Analyst_398345,Analyst_398345,PSMT,Jan 6,1,6,6,0.07,0.66
Analyst_398345,Analyst_398345,ROKU,Feb 24,1,-33,-33,0.57,0.03
Analyst_398345,Analyst_398345,NKE,Dec 20,1,5,5,0.28,0.27
NateWagz44,NateWagz44,BABA,Feb 2,1,12,12,0.51,0.92
NateWagz44,NateWagz44,TEAM,Jan 20,1,15,15,0.09,0.37
Analyst_3715541,Analyst_3715541,IBM,Jan 24,9,73,8.1,0.03,0.59
Analyst_3715541,Analyst_3715541,URI,Jan 26,7,48,6.9,0.08,0.35
Analyst_3715541,Analyst_3715541,LRCX,Jan 26,7,105,15,0.05,0.54
Analyst_3715541,Analyst_3715541,ALGN,Feb 3,7,71,10.1,0.19,0.53
Analyst_3715541,Analyst_3715541,COO,Mar 3,7,103,14.7,0.05,0.63
Analyst_3715541,Analyst_3715541,SPLK,Mar 3,6,15,2.5,0.17,0.42
Analyst_3715541,Analyst_3715541,DECK,Feb 3,6,89,14.8,0.20,0.38
Analyst_3715541,Analyst_3715541,ADSK,Mar 3,6,103,17.2,0.05,0.55
Analyst_3715541,Analyst_3715541,CRM,Mar 1,6,90,15,0.15,0.40
Analyst_3715541,Analyst_3715541,PANW,Mar 1,6,85,14.2,0.05,0.48
Analyst_3715541,Analyst_3715541,AVGO,Dec 9,5,111,22.2,0.01,0.63
Analyst_3715541,Analyst_3715541,AKAM,Feb 15,5,35,7,0.04,0.50
Analyst_3715541,Analyst_3715541,AMZN,Feb 3,5,79,15.8,0.18,0.60
Analyst_3715541,Analyst_3715541,PYPL,Feb 2,5,34,6.8,0.05,0.43
Analyst_3715541,Analyst_3715541,MA,Feb 3,5,116,23.2,0.05,0.53
Analyst_3715541,Analyst_3715541,ICUI,Mar 3,5,56,11.2,0.13,0.26
Analyst_3715541,Analyst_3715541,ILMN,Feb 1,5,67,13.4,0.12,0.41
Analyst_3715541,Analyst_3715541,IRBT,Feb 9,5,11,2.2,0.39,0.35
Analyst_3715541,Analyst_3715541,COUP,Mar 14,5,44,8.8,0.51,0.23
Analyst_3715541,Analyst_3715541,SWKS,Jan 27,4,63,15.8,0.03,0.58
Analyst_3715541,Analyst_3715541,EL,Feb 3,4,19,4.8,0.06,0.39
Analyst_3715541,Analyst_3715541,AMGN,Feb 3,4,54,13.5,0.05,0.45
Analyst_3715541,Analyst_3715541,AAP,Feb 22,4,30,7.5,0.04,0.53
Analyst_3715541,Analyst_3715541,GRUB,Dec 10,4,71,17.8,0.14,0.64
Analyst_3715541,Analyst_3715541,BIDU,Feb 24,4,82,20.5,0.15,0.55
Analyst_3715541,Analyst_3715541,LOW,Feb 23,4,22,5.5,0.08,0.50
Analyst_3715541,Analyst_3715541,HD,Feb 22,4,53,13.3,0.07,0.61
Analyst_3715541,Analyst_3715541,DLTR,Mar 2,4,46,11.5,0.02,0.68
Analyst_3715541,Analyst_3715541,MCD,Jan 24,4,108,27,0.03,0.59
Analyst_3715541,Analyst_3715541,ULTA,Mar 10,4,-7,-1.8,0.14,0.58
Ittai Kidron,Oppenheimer_11,ANET,Feb 17,29,28,1,0.08,0.33
Ittai Kidron,Oppenheimer_11,BOX,Mar 2,26,46,1.8,0.14,0.42
Ittai Kidron,Oppenheimer_11,NEWR,Feb 8,24,-115,-4.8,0.28,0.24
Ittai Kidron,Oppenheimer_11,FFIV,Jan 26,23,154,6.7,0.03,0.45
Ittai Kidron,Oppenheimer_11,RDWR,Feb 9,23,-62,-2.7,0.14,0.27
Ittai Kidron,Oppenheimer_11,TEAM,Jan 20,22,-97,-4.4,0.12,0.20
Ittai Kidron,Oppenheimer_11,CTXS,Jan 26,22,48,2.2,0.08,0.32
Ittai Kidron,Oppenheimer_11,CSCO,Feb 16,21,-110,-5.1,0.04,0.28
Ittai Kidron,Oppenheimer_11,TWLO,Feb 15,21,54,2.6,0.39,0.34
Ittai Kidron,Oppenheimer_11,NTAP,Feb 23,20,10,0.5,0.08,0.34
Ittai Kidron,Oppenheimer_11,JNPR,Feb 1,20,-130,-6.3,0.10,0.17
Ittai Kidron,Oppenheimer_11,NTNX,Mar 3,20,91,4.6,0.20,0.46
Ittai Kidron,Oppenheimer_11,CRNT,Feb 14,19,12,0.6,0.34,0.38
Ittai Kidron,Oppenheimer_11,PSTG,Mar 3,15,-84,-5.6,0.38,0.29
Ittai Kidron,Oppenheimer_11,AYX,Feb 23,14,-39,-2.8,0.40,0.30
Ittai Kidron,Oppenheimer_11,VMW,Feb 24,14,-44,-3.1,0.07,0.31
Ittai Kidron,Oppenheimer_11,MDB,Mar 16,13,-104,-8,0.32,0.23
Ittai Kidron,Oppenheimer_11,ATEN,Feb 10,13,28,2.2,0.34,0.35
Ittai Kidron,Oppenheimer_11,ALLT,Feb 8,11,-28,-2.5,0.36,0.25
Ittai Kidron,Oppenheimer_11,HPE,Feb 24,11,-35,-3.2,0.15,0.19
Ittai Kidron,Oppenheimer_11,QCOM,Feb 2,10,-7,-0.7,0.08,0.17
Ittai Kidron,Oppenheimer_11,ZM,Mar 9,9,83,8.7,0.26,0.49
Ittai Kidron,Oppenheimer_11,CVLT,Jan 26,9,123,13.7,0.15,0.55
Ittai Kidron,Oppenheimer_11,ESTC,Mar 2,8,-58,-7.3,0.49,0.17
Ittai Kidron,Oppenheimer_11,DDOG,Feb 17,8,-30,-3.8,0.44,0.18
Ittai Kidron,Oppenheimer_11,SMAR,Mar 22,8,-72,-9,0.44,0.14
Ittai Kidron,Oppenheimer_11,IBM,Jan 24,7,-57,-8.1,0.06,0.20
Ittai Kidron,Oppenheimer_11,FROG,Feb 10,5,12,2.4,0.31,0.58
Ittai Kidron,Oppenheimer_11,AAPL,Feb 1,5,-135,-27,0.16,0.00
Ittai Kidron,Oppenheimer_11,ASAN,Mar 9,4,-1,-0.3,0.14,0.27
eduard_naumov,eduard_naumov,NVDA,Feb 17,15,281,18.7,0.11,0.61
eduard_naumov,eduard_naumov,MU,Dec 20,14,376,26.9,0.04,0.64
eduard_naumov,eduard_naumov,AAPL,Feb 1,12,210,17.5,0.06,0.68
eduard_naumov,eduard_naumov,DVAX,Mar 9,11,-6,-0.5,0.41,0.57
eduard_naumov,eduard_naumov,AMD,Feb 1,11,106,9.2,0.14,0.57
eduard_naumov,eduard_naumov,WDC,Jan 27,10,126,12.6,0.05,0.59
eduard_naumov,eduard_naumov,AMAT,Feb 16,9,207,23,0.03,0.60
eduard_naumov,eduard_naumov,AMRN,Mar 1,9,85,9.4,0.41,0.57
eduard_naumov,eduard_naumov,BMRN,Feb 24,8,28,3.5,0.45,0.42
eduard_naumov,eduard_naumov,IMGN,Feb 11,8,-42,-5.3,0.46,0.24
eduard_naumov,eduard_naumov,SRPT,Mar 2,6,63,10.5,0.29,0.67
eduard_naumov,eduard_naumov,XLNX,Jan 26,6,43,7.2,0.05,0.54
eduard_naumov,eduard_naumov,SYNA,Feb 10,6,-103,-17.2,0.09,0.13
eduard_naumov,eduard_naumov,QCOM,Feb 2,5,122,24.4,0.04,0.66
eduard_naumov,eduard_naumov,AZN,Feb 10,5,12,2.4,0.25,0.45
eduard_naumov,eduard_naumov,CSCO,Feb 16,4,39,9.8,0.02,0.65
eduard_naumov,eduard_naumov,MRVL,Mar 10,4,79,19.8,0.03,0.72
eduard_naumov,eduard_naumov,BMY,Feb 4,3,20,6.7,0.05,0.38
eduard_naumov,eduard_naumov,FTNT,Feb 9,3,71,23.7,0.03,0.61
eduard_naumov,eduard_naumov,LITE,Feb 8,3,16,5.3,0.07,0.43
eduard_naumov,eduard_naumov,ABBV,Jan 28,3,96,32,0.01,0.66
eduard_naumov,eduard_naumov,AAOI,Feb 24,3,11,3.7,0.12,0.66
eduard_naumov,eduard_naumov,AERI,Mar 1,2,4,2,0.06,0.61
eduard_naumov,eduard_naumov,KGC,Feb 9,2,49,24.5,0.10,0.67
eduard_naumov,eduard_naumov,GILD,Feb 8,2,0,0,0.11,0.35
eduard_naumov,eduard_naumov,ACAD,Mar 1,2,32,16,0.09,0.67
eduard_naumov,eduard_naumov,MDT,Feb 22,2,0,0,0.33,0.45
eduard_naumov,eduard_naumov,ADBE,Dec 16,2,35,17.5,0.04,0.57
eduard_naumov,eduard_naumov,TEAM,Jan 20,1,10,10,0.09,0.52
eduard_naumov,eduard_naumov,T,Jan 26,1,-2,-2,0.03,0.41
Neil_Martin,Neil_Martin,NKE,Dec 20,21,254,12.1,0.12,0.52
Neil_Martin,Neil_Martin,AAPL,Feb 1,21,133,6.3,0.07,0.47
Neil_Martin,Neil_Martin,AMZN,Feb 3,21,233,11.1,0.21,0.57
Neil_Martin,Neil_Martin,MSFT,Jan 27,20,444,22.2,0.05,0.67
Neil_Martin,Neil_Martin,INTC,Jan 26,20,238,11.9,0.07,0.57
Neil_Martin,Neil_Martin,GOOGL,Feb 2,20,356,17.8,0.09,0.64
Neil_Martin,Neil_Martin,NVDA,Feb 17,19,268,14.1,0.14,0.55
Neil_Martin,Neil_Martin,SQ,Mar 2,19,229,12.1,0.23,0.54
Neil_Martin,Neil_Martin,SPLK,Mar 3,19,225,11.8,0.23,0.53
Neil_Martin,Neil_Martin,AMD,Feb 1,19,336,17.7,0.10,0.60
Neil_Martin,Neil_Martin,WDAY,Feb 28,19,349,18.4,0.08,0.62
Neil_Martin,Neil_Martin,MNDT,Feb 10,19,124,6.6,0.35,0.45
Neil_Martin,Neil_Martin,CRM,Mar 1,19,354,18.6,0.08,0.60
Neil_Martin,Neil_Martin,DDD,Mar 2,19,134,7.1,0.38,0.44
Neil_Martin,Neil_Martin,VMW,Feb 24,19,382,20.1,0.04,0.63
Neil_Martin,Neil_Martin,PANW,Mar 1,19,371,19.5,0.04,0.63
Neil_Martin,Neil_Martin,AMBA,Mar 3,19,210,11.1,0.22,0.50
Neil_Martin,Neil_Martin,CSCO,Feb 16,19,229,12.1,0.02,0.55
Neil_Martin,Neil_Martin,FSLR,Feb 24,19,43,2.3,0.45,0.42
Neil_Martin,Neil_Martin,YELP,Feb 9,19,186,9.8,0.30,0.57
Neil_Martin,Neil_Martin,BOX,Mar 2,19,226,11.9,0.13,0.51
Neil_Martin,Neil_Martin,MA,Feb 3,19,167,8.8,0.04,0.45
Neil_Martin,Neil_Martin,HPQ,Feb 23,19,178,9.4,0.06,0.46
Neil_Martin,Neil_Martin,NXPI,Feb 2,19,119,6.3,0.09,0.51
Neil_Martin,Neil_Martin,EA,Feb 1,19,62,3.3,0.15,0.37
Neil_Martin,Neil_Martin,ZG,Feb 10,18,206,11.4,0.24,0.53
Neil_Martin,Neil_Martin,BIDU,Feb 24,18,92,5.1,0.16,0.44
Neil_Martin,Neil_Martin,ANET,Feb 17,18,247,13.7,0.06,0.51
Neil_Martin,Neil_Martin,SWKS,Jan 27,18,168,9.3,0.05,0.56
Neil_Martin,Neil_Martin,BB,Dec 16,18,237,13.2,0.33,0.54
Analyst_3411452,Analyst_3411452,TEAM,Jan 20,1,-19,-19,0.15,0.03
optigon,optigon,ROKU,Feb 24,8,185,23.1,0.22,0.77
optigon,optigon,BYND,Mar 3,6,28,4.7,0.55,0.51
optigon,optigon,AMD,Feb 1,5,179,35.8,0.04,0.79
optigon,optigon,TEAM,Jan 20,4,57,14.3,0.12,0.44
optigon,optigon,LYFT,Feb 15,3,27,9,0.30,0.54
optigon,optigon,BABA,Feb 2,1,24,24,0.06,0.69
optigon,optigon,NVDA,Feb 17,1,20,20,0.07,0.73
optigon,optigon,CSCO,Feb 16,1,-8,-8,0.03,0.45
Analyst_1238052,Analyst_1238052,SPLK,Mar 3,3,-12,-4,0.30,0.11
Analyst_1238052,Analyst_1238052,NVCR,Feb 24,3,-20,-6.7,0.37,0.22
Analyst_1238052,Analyst_1238052,FB,Feb 2,3,82,27.3,0.04,0.84
Analyst_1238052,Analyst_1238052,OLED,Feb 24,2,23,11.5,0.28,0.36
Analyst_1238052,Analyst_1238052,AMRS,Mar 2,2,25,12.5,0.30,0.74
Analyst_1238052,Analyst_1238052,WPM,Mar 10,2,-16,-8,0.08,0.53
Analyst_1238052,Analyst_1238052,GOLD,Feb 16,2,2,1,0.17,0.38
Analyst_1238052,Analyst_1238052,NVDA,Feb 17,2,1,0.5,0.08,0.43
Analyst_1238052,Analyst_1238052,SHOP,Feb 16,2,0,0,0.32,0.60
Analyst_1238052,Analyst_1238052,TEAM,Jan 20,2,44,22,0.05,0.52
Analyst_1238052,Analyst_1238052,TNDM,Mar 2,2,7,3.5,0.43,0.22
Analyst_1238052,Analyst_1238052,BE,Feb 9,2,27,13.5,0.37,0.58
Analyst_1238052,Analyst_1238052,CELH,Mar 10,2,-25,-12.5,0.55,0.39
Analyst_1238052,Analyst_1238052,GIS,Dec 21,1,-9,-9,0.04,0.29
Analyst_1238052,Analyst_1238052,PLTR,Feb 15,1,21,21,0.02,0.66
Analyst_1238052,Analyst_1238052,GOOGL,Feb 2,1,4,4,0.19,0.38
Analyst_1238052,Analyst_1238052,ENPH,Mar 1,1,-10,-10,0.26,0.23
Analyst_1238052,Analyst_1238052,AAPL,Feb 1,1,6,6,0.10,0.47
Analyst_1238052,Analyst_1238052,RBLX,Feb 24,1,7,7,0.52,0.51
Analyst_1238052,Analyst_1238052,STNE,Mar 9,1,10,10,0.30,0.65
Analyst_1238052,Analyst_1238052,CRSP,Mar 11,1,-4,-4,0.32,0.76
DerBrandi,DerBrandi,GOOGL,Feb 2,5,59,11.8,0.10,0.49
DerBrandi,DerBrandi,FB,Feb 2,5,52,10.4,0.06,0.50
DerBrandi,DerBrandi,TSLA,Feb 2,5,116,23.2,0.20,0.65
DerBrandi,DerBrandi,AMD,Feb 1,5,85,17,0.06,0.55
DerBrandi,DerBrandi,AAPL,Feb 1,5,126,25.2,0.07,0.71
DerBrandi,DerBrandi,MA,Feb 3,4,34,8.5,0.04,0.24
DerBrandi,DerBrandi,AMZN,Feb 3,4,-14,-3.5,0.14,0.34
DerBrandi,DerBrandi,V,Feb 3,4,17,4.3,0.04,0.31
DerBrandi,DerBrandi,MSFT,Jan 27,4,92,23,0.06,0.65
DerBrandi,DerBrandi,AKAM,Feb 15,3,-78,-26,0.09,0.02
DerBrandi,DerBrandi,LRCX,Jan 26,3,60,20,0.06,0.67
DerBrandi,DerBrandi,QRVO,Feb 2,3,100,33.3,0.06,0.82
DerBrandi,DerBrandi,MSTR,Jan 27,3,19,6.3,0.26,0.34
DerBrandi,DerBrandi,FICO,Jan 27,3,38,12.7,0.07,0.44
DerBrandi,DerBrandi,PYPL,Feb 2,3,-10,-2.9,0.04,0.43
DerBrandi,DerBrandi,FISV,Feb 9,2,41,20.5,0.06,0.58
DerBrandi,DerBrandi,TWLO,Feb 15,2,62,31,0.30,0.76
DerBrandi,DerBrandi,NOW,Jan 26,2,49,19.6,0.05,0.58
DerBrandi,DerBrandi,ALGN,Feb 3,2,56,22.4,0.25,0.73
DerBrandi,DerBrandi,SHOP,Feb 16,2,9,4.5,0.47,0.37
DerBrandi,DerBrandi,TEAM,Jan 20,2,69,34.5,0.03,0.79
DerBrandi,DerBrandi,NFLX,Jan 18,2,-41,-16.4,0.19,0.14
DerBrandi,DerBrandi,SPOT,Feb 9,2,7,3.5,0.38,0.54
DerBrandi,DerBrandi,NVDA,Feb 17,1,-23,-23,0.21,0.01
DerBrandi,DerBrandi,TDOC,Mar 2,1,3,2,0.34,0.40
DerBrandi,DerBrandi,DBX,Feb 24,1,10,10,0.03,0.44
DerBrandi,DerBrandi,CRM,Mar 1,1,21,21,0.25,0.81
DerBrandi,DerBrandi,MELI,Feb 24,1,-5,-5,0.51,0.65
DerBrandi,DerBrandi,WDAY,Feb 28,1,-12,-12,0.12,0.05
DerBrandi,DerBrandi,KLAC,Jan 27,1,33,33,0.02,0.85
Analyst_1864589,Analyst_1864589,TEAM,Jan 20,1,6,6,0.07,0.20
史書雅,382sr00,AAPL,Feb 1,5,83,16.6,0.11,0.60
史書雅,382sr00,HD,Feb 22,4,113,28.3,0.05,0.73
史書雅,382sr00,URBN,Mar 8,3,45,15,0.26,0.48
史書雅,382sr00,SLB,Jan 21,3,21,7,0.04,0.50
史書雅,382sr00,FB,Feb 2,3,-11,-3.7,0.14,0.07
史書雅,382sr00,FAST,Jan 19,3,2,0.7,0.03,0.48
史書雅,382sr00,AMD,Feb 1,3,90,30,0.05,0.68
史書雅,382sr00,DIS,Feb 8,3,29,9.7,0.39,0.63
史書雅,382sr00,PNC,Jan 18,3,47,15.7,0.11,0.68
史書雅,382sr00,STT,Jan 26,3,89,29.7,0.02,0.84
史書雅,382sr00,SONO,Feb 9,3,46,15.3,0.30,0.74
史書雅,382sr00,KSS,Feb 24,3,76,25.3,0.31,0.70
史書雅,382sr00,USB,Jan 19,2,69,34.5,0.01,0.82
史書雅,382sr00,JPM,Jan 14,2,16,8,0.07,0.63
史書雅,382sr00,IVZ,Jan 27,2,-19,-9.5,0.04,0.20
史書雅,382sr00,AXP,Jan 20,2,35,17.5,0.13,0.58
史書雅,382sr00,CNX,Feb 1,2,12,6,0.81,0.52
史書雅,382sr00,EQT,Feb 17,2,40,20,0.27,0.76
史書雅,382sr00,CBRE,Feb 11,2,36,18,0.13,0.40
史書雅,382sr00,NFLX,Jan 18,2,8,4,0.20,0.48
史書雅,382sr00,VFC,Jan 27,2,-19,-9.5,0.13,0.18
史書雅,382sr00,BIDU,Feb 24,2,14,7,0.21,0.50
史書雅,382sr00,FL,Feb 25,2,60,30,0.16,0.77
史書雅,382sr00,SM,Feb 23,2,30,15,0.60,0.58
史書雅,382sr00,GPS,Mar 3,2,22,11,0.37,0.50
史書雅,382sr00,AFL,Feb 2,2,30,15,0.08,0.67
史書雅,382sr00,ROST,Mar 1,2,24,12,0.19,0.62
史書雅,382sr00,BAC,Jan 18,2,25,12.5,0.08,0.31
史書雅,382sr00,WMT,Feb 17,2,20,10,0.09,0.35
史書雅,382sr00,FOXA,Feb 9,2,48,24,0.06,0.66
am,amargari,AMZN,Feb 3,13,192,14.8,0.25,0.59
am,amargari,BIDU,Feb 24,12,256,21.3,0.10,0.68
am,amargari,AVGO,Dec 9,11,170,14.8,0.02,0.58
am,amargari,TWTR,Feb 10,11,186,16.9,0.13,0.58
am,amargari,FB,Feb 2,10,230,23,0.05,0.67
am,amargari,AAPL,Feb 1,10,141,14.1,0.03,0.59
am,amargari,ADBE,Dec 16,10,205,20.5,0.02,0.63
am,amargari,GOOGL,Feb 2,10,165,16.5,0.05,0.62
am,amargari,LULU,Dec 9,10,119,11.9,0.12,0.57
am,amargari,V,Feb 3,10,171,16.3,0.03,0.58
am,amargari,MA,Feb 3,10,81,8.1,0.03,0.38
am,amargari,AMD,Feb 1,10,37,3.7,0.22,0.47
am,amargari,GILD,Feb 8,10,111,11.1,0.07,0.49
am,amargari,CRM,Mar 1,10,199,19.9,0.04,0.56
am,amargari,JPM,Jan 14,9,112,12.4,0.07,0.62
am,amargari,TSLA,Feb 2,9,68,7.6,0.24,0.55
am,amargari,INTC,Jan 26,9,198,22,0.07,0.66
am,amargari,IBM,Jan 24,9,120,13.3,0.03,0.50
am,amargari,BABA,Feb 2,9,106,11.8,0.12,0.55
am,amargari,MU,Dec 20,8,36,4.5,0.22,0.52
am,amargari,SBUX,Jan 27,8,26,3.3,0.04,0.37
am,amargari,BKNG,Mar 2,8,111,13.9,0.06,0.57
am,amargari,MSFT,Jan 27,8,192,24,0.04,0.68
am,amargari,AMBA,Mar 3,8,-34,-4.3,0.16,0.27
am,amargari,ORCL,Dec 9,7,22,3.1,0.03,0.45
am,amargari,CMG,Feb 8,7,41,5.9,0.15,0.53
am,amargari,HD,Feb 22,7,152,21.7,0.03,0.67
am,amargari,NFLX,Jan 18,7,84,12,0.08,0.62
am,amargari,NXPI,Feb 2,7,-25,-3.6,0.07,0.28
am,amargari,DIS,Feb 8,7,69,9.9,0.12,0.50
Analyst_4786443,Analyst_4786443,TEAM,Jan 20,1,17,17,0.13,0.44
R,R,CYBR,Feb 10,22,496,22.5,0.13,0.71
R,R,MNDT,Feb 10,20,197,9.9,0.27,0.48
R,R,CRM,Mar 1,12,162,13.5,0.08,0.50
R,R,PANW,Mar 1,12,162,13.5,0.04,0.52
R,R,QLYS,Feb 9,10,145,14.5,0.04,0.52
R,R,FTNT,Feb 9,9,192,21.3,0.04,0.63
R,R,CHKP,Feb 2,8,99,12.4,0.03,0.43
R,R,FFIV,Jan 26,7,37,5.3,0.02,0.40
R,R,TEAM,Jan 20,6,121,20.2,0.09,0.64
R,R,ADBE,Dec 16,6,138,23,0.02,0.66
R,R,COUP,Mar 14,5,151,30.2,0.34,0.78
R,R,NLOK,Feb 3,5,30,6,0.07,0.50
R,R,STX,Jan 27,5,29,5.8,0.19,0.49
R,R,CRWD,Mar 24,3,95,31.7,0.29,0.72
R,R,NET,Feb 17,2,70,35,0.26,0.76
R,R,GLNG,Mar 1,2,-18,-9,0.57,0.34
R,R,NICE,Feb 17,2,29,14.5,0.03,0.54
R,R,AAPL,Feb 1,2,36,18,0.01,0.74
R,R,ZS,Feb 24,2,32,16,0.34,0.55
R,R,DIS,Feb 8,2,28,14,0.03,0.68
R,R,AKAM,Feb 15,1,35,35,0.01,0.76
R,R,GLW,Feb 1,1,8,8,0.11,0.21
R,R,CSCO,Feb 16,1,41,41,0.00,0.82
R,R,OKTA,Mar 10,1,37,37,0.01,0.82
R,R,SAIL,Feb 24,1,40,40,0.50,0.90
R,R,ON,Feb 4,1,20,20,0.11,0.64
R,R,NVDA,Feb 17,1,28,28,0.06,0.69
suburbanaces,suburbanaces,AMD,Feb 1,2,57,28.5,0.05,0.67
suburbanaces,suburbanaces,BABA,Feb 2,2,32,16,0.21,0.43
suburbanaces,suburbanaces,CCK,Feb 9,1,12,12,0.08,0.77
suburbanaces,suburbanaces,KHC,Feb 17,1,30,30,0.02,0.71
suburbanaces,suburbanaces,MDLZ,Feb 2,1,13,13,0.08,0.33
suburbanaces,suburbanaces,HLF,Feb 24,1,29,29,0.07,0.53
suburbanaces,suburbanaces,SKX,Feb 10,1,26,26,0.10,0.84
suburbanaces,suburbanaces,LYV,Feb 24,1,44,44,0.04,0.83
suburbanaces,suburbanaces,UAA,Feb 15,1,25,25,0.25,0.67
suburbanaces,suburbanaces,DECK,Feb 3,1,20,20,0.54,0.56
suburbanaces,suburbanaces,TSLA,Feb 2,1,-8,-8,0.24,0.31
suburbanaces,suburbanaces,HOG,Feb 1,1,19,19,0.05,0.46
suburbanaces,suburbanaces,F,Jan 27,1,9,9,0.54,0.45
suburbanaces,suburbanaces,GM,Feb 1,1,1,1,0.20,0.32
suburbanaces,suburbanaces,BWA,Feb 10,1,23,23,0.06,0.58
suburbanaces,suburbanaces,SAM,Feb 23,1,-10,-10,0.42,0.10
suburbanaces,suburbanaces,SIRI,Feb 1,1,21,21,0.12,0.61
suburbanaces,suburbanaces,CMCSA,Jan 27,1,21,21,0.07,0.64
suburbanaces,suburbanaces,WW,Mar 1,1,-7,-7,0.31,0.41
suburbanaces,suburbanaces,IRBT,Feb 9,1,6,6,0.21,0.63
suburbanaces,suburbanaces,PHM,Feb 1,1,12,12,0.04,0.74
suburbanaces,suburbanaces,WHR,Jan 26,1,33,33,0.03,0.71
suburbanaces,suburbanaces,IMAX,Feb 24,1,35,35,0.25,0.92
suburbanaces,suburbanaces,MAT,Feb 2,1,28,28,0.39,0.66
suburbanaces,suburbanaces,MLCO,Feb 24,1,-8,-8,0.22,0.46
suburbanaces,suburbanaces,PII,Feb 1,1,11,11,0.06,0.62
suburbanaces,suburbanaces,JACK,Feb 23,1,5,5,0.11,0.36
suburbanaces,suburbanaces,MGM,Feb 17,1,5,5,0.53,0.42
suburbanaces,suburbanaces,PKG,Jan 31,1,27,27,0.07,0.88
suburbanaces,suburbanaces,SBUX,Jan 27,1,5,5,0.12,0.44
"Richard Davis, CFA",Canaccord_146,ZUO,Mar 24,12,158,13.2,0.27,0.53
"Richard Davis, CFA",Canaccord_146,OKTA,Mar 10,11,-42,-3.8,0.45,0.16
"Richard Davis, CFA",Canaccord_146,BAND,Feb 24,11,-77,-7,0.58,0.09
"Richard Davis, CFA",Canaccord_146,SAIL,Feb 24,11,110,10,0.41,0.49
"Richard Davis, CFA",Canaccord_146,WDAY,Feb 28,11,-50,-4.5,0.15,0.16
"Richard Davis, CFA",Canaccord_146,NOW,Jan 26,11,-22,-2,0.08,0.20
"Richard Davis, CFA",Canaccord_146,HUBS,Feb 15,11,69,6.3,0.15,0.37
"Richard Davis, CFA",Canaccord_146,CRM,Mar 1,11,141,12.8,0.13,0.41
"Richard Davis, CFA",Canaccord_146,ADSK,Mar 3,11,-143,-13,0.08,0.08
"Richard Davis, CFA",Canaccord_146,MDB,Mar 16,11,46,4.2,0.26,0.23
"Richard Davis, CFA",Canaccord_146,DBX,Feb 24,11,10,0.9,0.15,0.30
