name,userName,ticker,quarter,report,published,eps,revenue
Neil_Martin,Neil_Martin,LRCX,Q2 2022,"Jan 26, 2022 AMC","Sep 22, 2021 76 days ago",8.73,"4,451"
Neil_Martin,Neil_Martin,CMCSA,Q4 2021,"Jan 27, 2022 BMO","Oct 2, 2021 66 days ago",0.82,"29,860"
Neil_Martin,Neil_Martin,SWKS,Q1 2022,"Jan 27, 2022 AMC","Oct 17, 2021 51 days ago",3.05,"1,327"
Neil_Martin,Neil_Martin,FICO,Q1 2022,"Jan 27, 2022 AMC","Oct 14, 2021 54 days ago",3.15,334.78
Neil_Martin,Neil_Martin,SBUX,Q1 2022,"Jan 27, 2022 AMC","Oct 2, 2021 66 days ago",0.95,"8,002"
Neil_Martin,Neil_Martin,MSFT,Q2 2022,"Jan 27, 2022 AMC","Sep 30, 2021 68 days ago",2.43,"51,000"
Neil_Martin,Neil_Martin,PNR,Q4 2021,"Feb 1, 2022 BMO","Sep 29, 2021 69 days ago",0.88,960
Neil_Martin,Neil_Martin,UPS,Q4 2021,"Feb 1, 2022 BMO","Sep 29, 2021 69 days ago",2.99,"25,600"
Neil_Martin,Neil_Martin,HWM,Q4 2021,"Feb 1, 2022 BMO","Sep 28, 2021 70 days ago",0.3,"1,414"
Neil_Martin,Neil_Martin,JNPR,Q4 2021,"Feb 1, 2022 AMC","Sep 29, 2021 69 days ago",0.58,"1,262"
Neil_Martin,Neil_Martin,EA,Q3 2022,"Feb 1, 2022 AMC","Oct 9, 2021 59 days ago",3.33,"2,524"
Neil_Martin,Neil_Martin,AAPL,Q1 2022,"Feb 1, 2022 AMC","Oct 22, 2021 46 days ago",1.89,"116,672"
Neil_Martin,Neil_Martin,AMD,Q4 2021,"Feb 1, 2022 AMC","Sep 30, 2021 68 days ago",0.82,"4,600"
Neil_Martin,Neil_Martin,DOX,Q1 2022,"Feb 1, 2022 AMC","Oct 6, 2021 62 days ago",1.3,"1,112"
Neil_Martin,Neil_Martin,MPC,Q4 2021,"Feb 2, 2022 BMO","Oct 6, 2021 62 days ago",0.21,"20,239"
Neil_Martin,Neil_Martin,SLAB,Q4 2021,"Feb 2, 2022 BMO","Sep 30, 2021 68 days ago",0.22,177
Neil_Martin,Neil_Martin,JCI,Q1 2022,"Feb 2, 2022 BMO","Oct 16, 2021 52 days ago",0.61,"5,962"
Neil_Martin,Neil_Martin,CLB,Q4 2021,"Feb 2, 2022 AMC","Sep 30, 2021 68 days ago",0.24,126.55
Neil_Martin,Neil_Martin,PYPL,Q4 2021,"Feb 2, 2022 AMC","Sep 24, 2021 74 days ago",1.28,"7,209"
Neil_Martin,Neil_Martin,EBAY,Q4 2021,"Feb 2, 2022 AMC","Sep 23, 2021 75 days ago",1.03,"2,820"
Neil_Martin,Neil_Martin,FB,Q4 2021,"Feb 2, 2022 AMC","Oct 18, 2021 50 days ago",4.66,"35,300"
Neil_Martin,Neil_Martin,TSLA,Q4 2021,"Feb 2, 2022 AMC","Sep 30, 2021 68 days ago",2.11,"15,300"
Neil_Martin,Neil_Martin,NXPI,Q4 2021,"Feb 2, 2022 AMC","Oct 4, 2021 64 days ago",2.94,"2,820"
Neil_Martin,Neil_Martin,QCOM,Q1 2022,"Feb 2, 2022 AMC","Oct 7, 2021 61 days ago",2.41,"9,350"
Neil_Martin,Neil_Martin,SU,Q4 2021,"Feb 2, 2022 AMC","Sep 30, 2021 68 days ago",0.7,"9,100"
Neil_Martin,Neil_Martin,GOOGL,Q4 2021,"Feb 2, 2022 AMC","Oct 2, 2021 66 days ago",27.5,"58,300"
Analyst_1238052,Analyst_1238052,GOOGL,Q4 2021,"Feb 2, 2022 AMC","Nov 9, 2021",27.42,"59,233"
史書雅,382sr00,GME,Q3 2021,"Dec 8, 2021 AMC","Dec 6, 2021",-0.48,"1,201"
史書雅,382sr00,HRL,Q4 2021,"Dec 9, 2021 BMO","Dec 6, 2021",0.51,"3,229"
史書雅,382sr00,CIEN,Q4 2021,"Dec 9, 2021 BMO","Dec 6, 2021",0.91,"1,037"
史書雅,382sr00,ORCL,Q2 2022,"Dec 9, 2021 AMC","Dec 6, 2021",1.13,"10,288"
史書雅,382sr00,GRUB,Q3 2021,"Dec 10, 2021 AMC","Oct 9, 2021 60 days ago",-0.1,585.67
史書雅,382sr00,USB,Q4 2021,"Jan 19, 2022 BMO","Oct 25, 2021",1.23,"5,814"
R,R,ADBE,Q4 2021,"Dec 16, 2021 AMC","Mar 23, 2021 259 days ago",3.48,"4,143"
R,R,FTNT,Q4 2021,"Feb 9, 2022 AMC","Nov 17, 2021",1.16,"1,006"
R,R,QLYS,Q4 2021,"Feb 9, 2022 AMC","Nov 17, 2021",0.82,108.3
"Richard Davis, CFA",Canaccord_146,ADBE,Q4 2021,"Dec 16, 2021 AMC","Mar 13, 2020 634 days ago",3.11,"3,988"
"Richard Davis, CFA",Canaccord_146,OKTA,Q4 2022,"Mar 10, 2022 AMC","Apr 1, 2020 615 days ago",0.03,268
Analyst_5300562,Analyst_5300562,MU,Q1 2022,"Dec 20, 2021 AMC","Oct 7, 2021 61 days ago",2.4,"8,145"
Analyst_5300562,Analyst_5300562,DDOG,Q4 2021,"Feb 17, 2022 AMC","Oct 20, 2021 48 days ago",0.07,263.42
kerry burrell,kerryburrell,RH,Q3 2021,"Dec 8, 2021 AMC","Dec 6, 2021",7.01,986.45
kerry burrell,kerryburrell,AVGO,Q4 2021,"Dec 9, 2021 AMC","Dec 6, 2021",7.82,"7,413"
kerry burrell,kerryburrell,COST,Q1 2022,"Dec 9, 2021 AMC","Dec 6, 2021",2.7,"54,303"
kerry burrell,kerryburrell,LULU,Q3 2021,"Dec 9, 2021 AMC","Dec 6, 2021",1.54,"1,448"
kerry burrell,kerryburrell,MU,Q1 2022,"Dec 20, 2021 AMC","Nov 6, 2021",2.12,"7,694"
Analyst_5039344,Analyst_5039344,ADBE,Q4 2021,"Dec 16, 2021 AMC","Dec 4, 2021",3.23,"4,093"
Damian,Damian,MU,Q1 2022,"Dec 20, 2021 AMC","Oct 19, 2021 49 days ago",2.18,"7,705"
Damian,Damian,JPM,Q4 2021,"Jan 14, 2022 BMO","Oct 13, 2021 55 days ago",3.53,"31,368"
Damian,Damian,NFLX,Q4 2021,"Jan 18, 2022 AMC","Oct 19, 2021 49 days ago",1.5,"7,724"
Damian,Damian,IBM,Q4 2021,"Jan 24, 2022 AMC","Oct 20, 2021 48 days ago",4.17,"20,761"
Damian,Damian,LRCX,Q2 2022,"Jan 26, 2022 AMC","Oct 20, 2021 48 days ago",8.47,"4,403"
Damian,Damian,FB,Q4 2021,"Feb 2, 2022 AMC","Oct 26, 2021",3.82,"31,955"
Damian,Damian,AMZN,Q4 2021,"Feb 3, 2022 AMC","Oct 28, 2021",12.28,"142,673"
Damian,Damian,SPOT,Q4 2021,"Feb 9, 2022 BMO","Oct 27, 2021",-0.29,"3,050"
Damian,Damian,MELI,Q4 2021,"Feb 24, 2022 AMC","Dec 1, 2021",1.07,"2,058"
Damian,Damian,JPM,Q1 2022,"Apr 13, 2022 BMO","Oct 13, 2021 55 days ago",3.1,"32,705"
oakcrest12,oakcrest12,SPWH,Q3 2021,"Dec 8, 2021 AMC","Nov 15, 2021",0.72,416.59
oakcrest12,oakcrest12,MTN,Q1 2022,"Dec 9, 2021 AMC","Nov 5, 2021",-3.4,189.46
oakcrest12,oakcrest12,TCOM,Q3 2021,"Dec 15, 2021 AMC","Aug 27, 2021 102 days ago",0.48,"1,216"
oakcrest12,oakcrest12,FDX,Q2 2022,"Dec 16, 2021 AMC","Sep 17, 2021 81 days ago",5.28,"23,065"
oakcrest12,oakcrest12,NKE,Q2 2022,"Dec 20, 2021 AMC","Sep 20, 2021 78 days ago",1.17,"13,030"
oakcrest12,oakcrest12,INFY,Q3 2022,"Jan 12, 2022 BMO","Oct 7, 2021 61 days ago",0.18,"4,086"
oakcrest12,oakcrest12,C,Q4 2021,"Jan 14, 2022 BMO","Jun 16, 2021 174 days ago",2.11,"17,380"
oakcrest12,oakcrest12,JPM,Q4 2021,"Jan 14, 2022 BMO","Sep 15, 2021 83 days ago",3.53,"31,758"
oakcrest12,oakcrest12,WFC,Q4 2021,"Jan 14, 2022 BMO","Jul 9, 2021 151 days ago",0.95,"17,679"
oakcrest12,oakcrest12,DAL,Q4 2021,"Jan 18, 2022 BMO","Oct 7, 2021 61 days ago",0.44,"8,930"
oakcrest12,oakcrest12,GS,Q4 2021,"Jan 18, 2022 BMO","Oct 11, 2021 57 days ago",12.51,"13,940"
oakcrest12,oakcrest12,BAC,Q4 2021,"Jan 18, 2022 BMO","Jul 9, 2021 151 days ago",0.8,"21,817"
oakcrest12,oakcrest12,CSX,Q4 2021,"Jan 18, 2022 AMC","Jul 16, 2021 144 days ago",0.41,"3,005"
oakcrest12,oakcrest12,UAL,Q4 2021,"Jan 18, 2022 AMC","Jul 15, 2021 145 days ago",-0.55,"7,735"
oakcrest12,oakcrest12,NFLX,Q4 2021,"Jan 18, 2022 AMC","Jul 26, 2021 134 days ago",1.37,"7,774"
oakcrest12,oakcrest12,MS,Q4 2021,"Jan 20, 2022 BMO","Jul 12, 2021 148 days ago",1.83,"14,400"
oakcrest12,oakcrest12,HAL,Q4 2021,"Jan 24, 2022 BMO","Jul 15, 2021 145 days ago",0.33,"3,982"
oakcrest12,oakcrest12,MCD,Q4 2021,"Jan 24, 2022 BMO","Oct 27, 2021",2.29,"5,966"
oakcrest12,oakcrest12,IBM,Q4 2021,"Jan 24, 2022 AMC","Jun 21, 2021 169 days ago",4.35,"20,628"
oakcrest12,oakcrest12,AUDC,Q4 2021,"Jan 25, 2022 BMO","Oct 21, 2021 47 days ago",0.44,65.71
oakcrest12,oakcrest12,NAVI,Q4 2021,"Jan 25, 2022 AMC","Oct 19, 2021 49 days ago",0.96,454.02
oakcrest12,oakcrest12,COF,Q4 2021,"Jan 25, 2022 AMC","Oct 27, 2021",6.23,"8,055"
oakcrest12,oakcrest12,TXN,Q4 2021,"Jan 26, 2022 AMC","Oct 19, 2021 49 days ago",2.2,"4,738"
oakcrest12,oakcrest12,INTC,Q4 2021,"Jan 26, 2022 AMC","Jul 23, 2021 137 days ago",1.44,"19,711"
oakcrest12,oakcrest12,LVS,Q4 2021,"Jan 26, 2022 AMC","Sep 29, 2021 69 days ago",0.05,"1,660"
oakcrest12,oakcrest12,GE,Q4 2021,"Jan 27, 2022 BMO","Oct 21, 2021 47 days ago",0.89,"22,320"
oakcrest12,oakcrest12,NXGN,Q3 2022,"Jan 27, 2022 AMC","Oct 26, 2021",0.26,148.86
oakcrest12,oakcrest12,ALV,Q4 2021,"Jan 28, 2022 BMO","Jul 15, 2021 145 days ago",2.2,"2,612"
oakcrest12,oakcrest12,XOM,Q4 2021,"Feb 1, 2022 BMO","Oct 26, 2021",1.39,"81,290"
oakcrest12,oakcrest12,HWM,Q4 2021,"Feb 1, 2022 BMO","Nov 4, 2021",0.33,"1,410"
oakcrest12,oakcrest12,AAPL,Q1 2022,"Feb 1, 2022 AMC","Jul 20, 2021 140 days ago",2.01,"122,180"
oakcrest12,oakcrest12,HLI,Q3 2022,"Feb 1, 2022 AMC","Jul 27, 2021 133 days ago",1.41,475.5
oakcrest12,oakcrest12,RCL,Q4 2021,"Feb 2, 2022 BMO","Jul 30, 2021 130 days ago",-1.74,"1,312"
oakcrest12,oakcrest12,BABA,Q3 2022,"Feb 2, 2022 BMO","Nov 1, 2021",3.34,"43,027"
oakcrest12,oakcrest12,PYPL,Q4 2021,"Feb 2, 2022 AMC","Nov 12, 2021",1.32,"7,002"
oakcrest12,oakcrest12,FB,Q4 2021,"Feb 2, 2022 AMC","Oct 20, 2021 48 days ago",4.6,"36,289"
oakcrest12,oakcrest12,TSLA,Q4 2021,"Feb 2, 2022 AMC","Aug 6, 2021 123 days ago",1.72,"15,569"
oakcrest12,oakcrest12,NXPI,Q4 2021,"Feb 2, 2022 AMC","Oct 26, 2021",2.93,"2,941"
oakcrest12,oakcrest12,QCOM,Q1 2022,"Feb 2, 2022 AMC","Jul 26, 2021 134 days ago",2.49,"9,491"
oakcrest12,oakcrest12,GOOGL,Q4 2021,"Feb 2, 2022 AMC","Aug 4, 2021 125 days ago",30.7,"59,206"
oakcrest12,oakcrest12,PM,Q4 2021,"Feb 3, 2022 BMO","Jun 22, 2021 168 days ago",1.46,"8,103"
oakcrest12,oakcrest12,AMZN,Q4 2021,"Feb 3, 2022 AMC","Oct 26, 2021",16.36,"147,268"
oakcrest12,oakcrest12,HAS,Q4 2021,"Feb 7, 2022 BMO","Sep 27, 2021 71 days ago",1.37,"1,801"
oakcrest12,oakcrest12,DIS,Q1 2022,"Feb 8, 2022 AMC","Aug 5, 2021 124 days ago",1.4,"20,129"
oakcrest12,oakcrest12,CMG,Q4 2021,"Feb 8, 2022 AMC","Jul 15, 2021 145 days ago",6.61,"1,914"
oakcrest12,oakcrest12,YELP,Q4 2021,"Feb 9, 2022 AMC","Nov 1, 2021",0.19,280.32
oakcrest12,oakcrest12,WWE,Q4 2021,"Feb 10, 2022 AMC","Nov 1, 2021",0.51,317.98
oakcrest12,oakcrest12,UAA,Q4 2021,"Feb 15, 2022 BMO","Nov 2, 2021",0.16,"1,477"
oakcrest12,oakcrest12,TLRY,Q2 2022,"Feb 16, 2022 BMO","Nov 10, 2021",-0.12,229.67
oakcrest12,oakcrest12,NP,Q4 2021,"Feb 16, 2022 AMC","Oct 26, 2021",0.77,254.96
Eric,Analyst_7579453,CPB,Q1 2022,"Dec 8, 2021 BMO","Dec 1, 2021",0.83,"2,285"
Eric,Analyst_7579453,SPWH,Q3 2021,"Dec 8, 2021 AMC","Nov 13, 2021",0.62,400
Eric,Analyst_7579453,GME,Q3 2021,"Dec 8, 2021 AMC","Nov 22, 2021",-0.33,"1,250"
Eric,Analyst_7579453,HRL,Q4 2021,"Dec 9, 2021 BMO","Dec 1, 2021",0.5,"3,250"
Eric,Analyst_7579453,AVGO,Q4 2021,"Dec 9, 2021 AMC","Dec 1, 2021",7.8,"7,365"
Eric,Analyst_7579453,COST,Q1 2022,"Dec 9, 2021 AMC","Dec 1, 2021",2.64,"49,000"
Eric,Analyst_7579453,ORCL,Q2 2022,"Dec 9, 2021 AMC","Dec 1, 2021",1.13,"10,250"
Eric,Analyst_7579453,LULU,Q3 2021,"Dec 9, 2021 AMC","Dec 1, 2021",1.5,"1,450"
Eric,Analyst_7579453,GRUB,Q3 2021,"Dec 10, 2021 AMC","Oct 22, 2021 46 days ago",-0.07,580
Eric,Analyst_7579453,HEXO,Q1 2022,"Dec 13, 2021 BMO","Nov 22, 2021",-0.08,45
Eric,Analyst_7579453,ADBE,Q4 2021,"Dec 16, 2021 AMC","Dec 1, 2021",3.25,"4,100"
Eric,Analyst_7579453,BB,Q3 2022,"Dec 16, 2021 AMC","Dec 1, 2021",-0.05,180
Eric,Analyst_7579453,DRI,Q2 2022,"Dec 17, 2021 BMO","Dec 1, 2021",1.5,"2,300"
Eric,Analyst_7579453,NKE,Q2 2022,"Dec 20, 2021 AMC","Dec 1, 2021",0.71,"11,300"
Jen_F,Jen_F,CPB,Q1 2022,"Dec 8, 2021 BMO","Nov 10, 2021",0.82,"2,314"
Jen_F,Jen_F,THO,Q1 2022,"Dec 8, 2021 BMO","Nov 19, 2021",3.76,"3,616"
Jen_F,Jen_F,PLAB,Q4 2021,"Dec 8, 2021 BMO","Dec 1, 2021",0.29,177
Jen_F,Jen_F,GME,Q3 2021,"Dec 8, 2021 AMC","Nov 2, 2021",-0.49,"1,227"
Jen_F,Jen_F,HRL,Q4 2021,"Dec 9, 2021 BMO","Nov 11, 2021",0.5,"3,250"
Jen_F,Jen_F,COST,Q1 2022,"Dec 9, 2021 AMC","Oct 28, 2021",2.9,"48,888"
Jen_F,Jen_F,EDU,Q4 2021,"Dec 13, 2021 BMO","Sep 2, 2021 96 days ago",0.04,"1,145"
Jen_F,Jen_F,HEXO,Q1 2022,"Dec 13, 2021 BMO","Nov 10, 2021",-0.06,42.98
Jen_F,Jen_F,DRI,Q2 2022,"Dec 17, 2021 BMO","Nov 11, 2021",1.49,"2,285"
Jen_F,Jen_F,GS,Q4 2021,"Jan 18, 2022 BMO","Nov 19, 2021",12.5,"12,640"
Jen_F,Jen_F,ABT,Q4 2021,"Jan 26, 2022 BMO","Oct 25, 2021",1.33,"11,455"
Jen_F,Jen_F,GOOGL,Q4 2021,"Feb 2, 2022 AMC","Oct 25, 2021",27.56,"58,900"
Jen_F,Jen_F,AMAT,Q1 2022,"Feb 16, 2022 AMC","Dec 1, 2021",1.9,"6,267"
Ron,R_C12R,CHWY,Q3 2021,"Dec 9, 2021 AMC","Dec 7, 2021",-0.04,"2,219"
Ron,R_C12R,EDU,Q4 2021,"Dec 13, 2021 BMO","Sep 7, 2021 91 days ago",0.06,"1,148"
Ron,R_C12R,PYPL,Q4 2021,"Feb 2, 2022 AMC","Dec 2, 2021",1.31,"7,106"
Ron,R_C12R,AOSL,Q2 2022,"Feb 9, 2022 AMC","Dec 2, 2021",1.07,190
Ron,R_C12R,FIVE,Q4 2021,"Mar 23, 2022 AMC","Dec 3, 2021",2.51,"1,058"
Ron,R_C12R,CRWD,Q4 2022,"Mar 24, 2022 AMC","Dec 5, 2021",0.23,418
Nick Pope,GHS_32,FANG,Q4 2021,"Feb 15, 2022 AMC","Feb 3, 2021 307 days ago",1.71,"1,159"
Nick Pope,GHS_32,LPI,Q4 2021,"Feb 16, 2022 AMC","May 10, 2021 211 days ago",6.72,233.67
Nick Pope,GHS_32,SM,Q4 2021,"Feb 23, 2022 AMC","Dec 11, 2020 361 days ago",-0.29,350.69
Nick Pope,GHS_32,NOG,Q4 2021,"Mar 2, 2022 BMO","Jun 9, 2021 181 days ago",0.62,171.12
Nick Pope,GHS_32,PDCE,Q4 2021,"Mar 2, 2022 AMC","May 24, 2021 197 days ago",1.47,512.24
Nick Pope,GHS_32,PDCE,Q1 2022,"May 4, 2022 AMC","May 24, 2021 197 days ago",1.83,554.75
Nick Pope,GHS_32,LPI,Q1 2022,"May 4, 2022 AMC","May 10, 2021 211 days ago",7.58,247.44
Nick Pope,GHS_32,NOG,Q1 2022,"May 9, 2022 BMO","Jun 9, 2021 181 days ago",0.71,175.97
Nick Pope,GHS_32,LPI,Q2 2022,"Aug 3, 2022 AMC","May 10, 2021 211 days ago",7.62,251.48
Nick Pope,GHS_32,NOG,Q2 2022,"Aug 4, 2022 BMO","Jun 9, 2021 181 days ago",0.79,183.88
Nick Pope,GHS_32,PDCE,Q2 2022,"Aug 10, 2022 AMC","May 24, 2021 197 days ago",1.67,545.22
Nick Pope,GHS_32,LPI,Q3 2022,"Nov 2, 2022 AMC","May 10, 2021 211 days ago",7.63,255.23
Nick Pope,GHS_32,PDCE,Q3 2022,"Nov 7, 2022 AMC","May 24, 2021 197 days ago",1.75,562.55
Nick Pope,GHS_32,NOG,Q3 2022,"Nov 10, 2022 BMO","Jun 9, 2021 181 days ago",0.8,186.94
Nick Pope,GHS_32,LPI,Q4 2022,"Feb 15, 2023 AMC","May 10, 2021 211 days ago",7.58,257.02
Nick Pope,GHS_32,NOG,Q4 2022,"Mar 1, 2023 BMO","Jun 9, 2021 181 days ago",0.8,188.1
Nick Pope,GHS_32,PDCE,Q4 2022,"Mar 1, 2023 AMC","May 24, 2021 197 days ago",1.78,570.76
Nick Pope,GHS_40,CIVI,Q4 2021,"Feb 8, 2022 BMO","Nov 16, 2021",2.21,556.52
Nick Pope,GHS_40,FANG,Q4 2021,"Feb 15, 2022 AMC","Nov 2, 2021",3.74,"1,634"
Nick Pope,GHS_40,LPI,Q4 2021,"Feb 16, 2022 AMC","Jul 8, 2021 152 days ago",7.28,260.44
Nick Pope,GHS_40,SM,Q4 2021,"Feb 23, 2022 AMC","Oct 29, 2021",1.29,573.85
Nick Pope,GHS_40,OVV,Q4 2021,"Feb 24, 2022 AMC","Sep 23, 2021 75 days ago",2.55,
Nick Pope,GHS_40,NOG,Q4 2021,"Mar 2, 2022 BMO","Nov 10, 2021",1.45,248.39
Nick Pope,GHS_40,PDCE,Q4 2021,"Mar 2, 2022 AMC","Aug 5, 2021 124 days ago",1.72,564.38
Nick Pope,GHS_40,SM,Q1 2022,"May 3, 2022 AMC","Oct 29, 2021",2.16,662.78
Nick Pope,GHS_40,FANG,Q1 2022,"May 3, 2022 AMC","Nov 2, 2021",4.66,"1,821"
Nick Pope,GHS_40,PDCE,Q1 2022,"May 4, 2022 AMC","Aug 5, 2021 124 days ago",2.28,628.37
Nick Pope,GHS_40,LPI,Q1 2022,"May 4, 2022 AMC","Jul 8, 2021 152 days ago",8.11,270.55
Nick Pope,GHS_40,CIVI,Q1 2022,"May 5, 2022 BMO","Nov 16, 2021",2.61,606.29
Nick Pope,GHS_40,NOG,Q1 2022,"May 9, 2022 BMO","Nov 10, 2021",1.7,268.35
Nick Pope,GHS_40,OVV,Q1 2022,"May 12, 2022 AMC","Sep 23, 2021 75 days ago",3.43,
Nick Pope,GHS_40,OVV,Q2 2022,"Aug 2, 2022 AMC","Sep 23, 2021 75 days ago",2.83,
Nick Pope,GHS_40,FANG,Q2 2022,"Aug 2, 2022 AMC","Nov 2, 2021",4.42,"1,763"
Nick Pope,GHS_40,LPI,Q2 2022,"Aug 3, 2022 AMC","Jul 8, 2021 152 days ago",8.73,282.99
Nick Pope,GHS_40,NOG,Q2 2022,"Aug 4, 2022 BMO","Nov 10, 2021",1.68,267.54
Nick Pope,GHS_40,CIVI,Q2 2022,"Aug 4, 2022 BMO","Nov 16, 2021",2.24,559.04
Nick Pope,GHS_40,SM,Q2 2022,"Aug 4, 2022 AMC","Oct 29, 2021",1.66,595.91
Nick Pope,GHS_40,PDCE,Q2 2022,"Aug 10, 2022 AMC","Aug 5, 2021 124 days ago",1.93,590.27
Nick Pope,GHS_40,OVV,Q3 2022,"Nov 2, 2022 AMC","Sep 23, 2021 75 days ago",2.72,
Nick Pope,GHS_40,LPI,Q3 2022,"Nov 2, 2022 AMC","Jul 8, 2021 152 days ago",8.53,281.58
Nick Pope,GHS_40,SM,Q3 2022,"Nov 3, 2022 AMC","Oct 29, 2021",1.58,582.63
Nick Pope,GHS_40,CIVI,Q3 2022,"Nov 4, 2022 BMO","Nov 16, 2021",2.16,547.74
Nick Pope,GHS_40,PDCE,Q3 2022,"Nov 7, 2022 AMC","Aug 5, 2021 124 days ago",2.06,613.35
Nick Pope,GHS_40,FANG,Q3 2022,"Nov 7, 2022 AMC","Nov 2, 2021",4.59,"1,814"
Nick Pope,GHS_40,NOG,Q3 2022,"Nov 10, 2022 BMO","Nov 10, 2021",1.68,268.57
Nick Pope,GHS_40,CIVI,Q4 2022,"Feb 8, 2023 BMO","Nov 16, 2021",2.09,536.04
Nick Pope,GHS_40,FANG,Q4 2022,"Feb 14, 2023 AMC","Nov 2, 2021",4.5,"1,797"
Nick Pope,GHS_40,LPI,Q4 2022,"Feb 15, 2023 AMC","Jul 8, 2021 152 days ago",8.43,280.84
Nick Pope,GHS_40,SM,Q4 2022,"Feb 22, 2023 AMC","Oct 29, 2021",1.54,585.48
Nick Pope,GHS_40,OVV,Q4 2022,"Feb 23, 2023 AMC","Sep 23, 2021 75 days ago",2.69,
Nick Pope,GHS_40,NOG,Q4 2022,"Mar 1, 2023 BMO","Nov 10, 2021",1.7,270.51
Nick Pope,GHS_40,PDCE,Q4 2022,"Mar 1, 2023 AMC","Aug 5, 2021 124 days ago",2.08,617.84
Analyst_umbi,Analyst_umbi,TSLA,Q4 2021,"Feb 2, 2022 AMC","Oct 19, 2021 49 days ago",2.31,"17,162"
Mayank Tandon,Needham_12,WNS,Q3 2022,"Jan 20, 2022 BMO","Oct 28, 2021",0.81,254.92
Mayank Tandon,Needham_12,PYPL,Q4 2021,"Feb 2, 2022 AMC","Nov 9, 2021",1.12,"6,900"
Mayank Tandon,Needham_12,EPAY,Q2 2022,"Feb 3, 2022 AMC","Nov 10, 2021",0.25,125.5
Mayank Tandon,Needham_12,EEFT,Q4 2021,"Feb 8, 2022 BMO","Oct 21, 2021 47 days ago",1.38,815.42
Mayank Tandon,Needham_12,CTSH,Q4 2021,"Feb 9, 2022 AMC","Oct 28, 2021",1.03,"4,777"
Mayank Tandon,Needham_12,G,Q4 2021,"Feb 10, 2022 AMC","Nov 10, 2021",0.52,"1,046"
Mayank Tandon,Needham_12,SSNC,Q4 2021,"Feb 16, 2022 AMC","Oct 29, 2021",1.25,"1,257"
Mayank Tandon,Needham_12,QTWO,Q4 2021,"Feb 16, 2022 AMC","Nov 4, 2021",0.05,131.89
Mayank Tandon,Needham_12,EPAM,Q4 2021,"Feb 17, 2022 BMO","Nov 4, 2021",2.51,"1,084"
Mayank Tandon,Needham_12,DAVA,Q2 2022,"Feb 17, 2022 BMO","Nov 17, 2021",0.6,207.89
Mayank Tandon,Needham_12,CSGP,Q4 2021,"Feb 22, 2022 AMC","Oct 27, 2021 41 days ago",0.29,502.29
Mayank Tandon,Needham_12,GDOT,Q4 2021,"Feb 23, 2022 AMC","Nov 5, 2021",0.33,310.59
Mayank Tandon,Needham_12,TREE,Q4 2021,"Feb 24, 2022 BMO","Oct 28, 2021",-0.35,265.36
Mayank Tandon,Needham_12,ACIW,Q4 2021,"Feb 24, 2022 BMO","Nov 4, 2021 33 days ago",1.12,453.93
Mayank Tandon,Needham_12,EVER,Q4 2021,"Feb 28, 2022 AMC","Nov 2, 2021",,95.74
Mayank Tandon,Needham_12,EXLS,Q4 2021,"Mar 1, 2022 BMO","Nov 2, 2021",1.13,286.19
Mayank Tandon,Needham_12,SPNS,Q4 2021,"Mar 1, 2022 BMO","Nov 3, 2021 34 days ago",0.3,121.7
Mayank Tandon,Needham_12,PRFT,Q4 2021,"Mar 1, 2022 BMO","Oct 28, 2021",0.92,207.27
Mayank Tandon,Needham_12,SQ,Q4 2021,"Mar 2, 2022 AMC","Nov 5, 2021",0.26,"3,859"
Mayank Tandon,Needham_12,GWRE,Q2 2022,"Mar 3, 2022 AMC","Dec 3, 2021",-0.14,197.24
Mayank Tandon,Needham_12,PAR,Q4 2021,"Mar 17, 2022 AMC","Dec 6, 2021",,76.96
Mayank Tandon,Needham_12,EEFT,Q1 2022,"Apr 26, 2022 AMC","Oct 21, 2021 47 days ago",0.75,719.03
Mayank Tandon,Needham_12,CSGP,Q1 2022,"Apr 27, 2022 AMC","Oct 27, 2021",0.32,512.46
Mayank Tandon,Needham_12,PYPL,Q1 2022,"Apr 27, 2022 AMC","Nov 9, 2021",1.12,"6,851"
Mayank Tandon,Needham_12,WNS,Q4 2022,"Apr 28, 2022 BMO","Oct 28, 2021",0.84,262.57
Mayank Tandon,Needham_12,TREE,Q1 2022,"Apr 28, 2022 BMO","Oct 28, 2021",0.19,287.7
Mayank Tandon,Needham_12,EXLS,Q1 2022,"May 3, 2022 BMO","Nov 2, 2021",1.16,289.27
Mayank Tandon,Needham_12,SQ,Q1 2022,"May 4, 2022 AMC","Nov 5, 2021",0.33,"3,985"
Mayank Tandon,Needham_12,ACIW,Q1 2022,"May 5, 2022 BMO","Nov 18, 2021",0.13,298.23
Mayank Tandon,Needham_12,EPAM,Q1 2022,"May 5, 2022 BMO","Nov 4, 2021",2.54,"1,095"
Mayank Tandon,Needham_12,PRFT,Q1 2022,"May 5, 2022 BMO","Oct 28, 2021",0.93,210.83
Mayank Tandon,Needham_12,SSNC,Q1 2022,"May 5, 2022 AMC","Oct 29, 2021",1.28,"1,280"
Mayank Tandon,Needham_12,EPAY,Q3 2022,"May 5, 2022 AMC","Nov 10, 2021 27 days ago",0.31,133.82
Mayank Tandon,Needham_12,G,Q1 2022,"May 5, 2022 AMC","Nov 10, 2021",0.59,"1,041"
