name,userName,ticker,quarter,report,published,eps,revenue
Mayank Tandon,Needham_12,CTSH,Q1 2022,"May 6, 2022 AMC","Nov 22, 2021",1.02,"4,801"
Mayank Tandon,Needham_12,SPNS,Q1 2022,"May 9, 2022 BMO","Nov 3, 2021",0.3,122.31
Mayank Tandon,Needham_12,EVER,Q1 2022,"May 9, 2022 AMC","Nov 2, 2021",,103.01
Mayank Tandon,Needham_12,PAR,Q1 2022,"May 9, 2022 AMC","Dec 6, 2021",,76.22
Mayank Tandon,Needham_12,QTWO,Q1 2022,"May 10, 2022 AMC","Nov 4, 2021",0.05,135.56
Mayank Tandon,Needham_12,GDOT,Q1 2022,"May 11, 2022 AMC","Nov 5, 2021",0.95,413.45
Mayank Tandon,Needham_12,DAVA,Q3 2022,"May 25, 2022 BMO","Nov 17, 2021",0.56,215.79
Mayank Tandon,Needham_12,GWRE,Q3 2022,"Jun 1, 2022 AMC","Dec 3, 2021",-0.38,182.45
Mayank Tandon,Needham_12,EEFT,Q2 2022,"Jul 26, 2022 AMC","Oct 21, 2021 47 days ago",1.51,787.51
Mayank Tandon,Needham_12,CSGP,Q2 2022,"Jul 26, 2022 AMC","Oct 27, 2021 41 days ago",0.29,530.02
Mayank Tandon,Needham_12,PYPL,Q2 2022,"Jul 27, 2022 AMC","Nov 9, 2021",1.22,"7,374"
Mayank Tandon,Needham_12,SSNC,Q2 2022,"Jul 27, 2022 AMC","Oct 29, 2021",1.34,"1,314"
Mayank Tandon,Needham_12,EXLS,Q2 2022,"Jul 28, 2022 BMO","Nov 2, 2021",1.18,300.39
Mayank Tandon,Needham_12,ACIW,Q2 2022,"Jul 28, 2022 BMO","Nov 18, 2021",0.25,316.38
Mayank Tandon,Needham_12,TREE,Q2 2022,"Jul 28, 2022 BMO","Oct 28, 2021",0.54,303.92
Mayank Tandon,Needham_12,SQ,Q2 2022,"Aug 3, 2022 AMC","Nov 5, 2021",0.4,"4,228"
"Joseph Vafi, CFA",Canaccord_257,INFO,Q4 2021,"Jan 18, 2022 BMO","Jun 23, 2020 532 days ago",0.8,"1,171"
"Joseph Vafi, CFA",Canaccord_257,MSTR,Q4 2021,"Jan 27, 2022 AMC","Oct 28, 2021 40 days ago",1.35,134.8
"Joseph Vafi, CFA",Canaccord_257,UIS,Q4 2021,"Jan 27, 2022 AMC","Nov 3, 2021 34 days ago",0.39,543.93
"Joseph Vafi, CFA",Canaccord_257,PYPL,Q4 2021,"Feb 2, 2022 AMC","Nov 8, 2021",1.12,"6,928"
"Joseph Vafi, CFA",Canaccord_257,FIS,Q4 2021,"Feb 8, 2022 BMO","Feb 12, 2021 298 days ago",1.77,"3,675"
"Joseph Vafi, CFA",Canaccord_257,FISV,Q4 2021,"Feb 9, 2022 BMO","Aug 5, 2020 489 days ago",1.37,"4,405"
"Joseph Vafi, CFA",Canaccord_257,BILL,Q2 2022,"Feb 10, 2022 AMC","Nov 4, 2021 33 days ago",-0.02,130.82
"Joseph Vafi, CFA",Canaccord_257,COIN,Q4 2021,"Feb 10, 2022 AMC","Nov 9, 2021 28 days ago",1.39,"1,967"
"Joseph Vafi, CFA",Canaccord_257,QTWO,Q4 2021,"Feb 16, 2022 AMC","Nov 4, 2021 33 days ago",0.11,131.6
"Joseph Vafi, CFA",Canaccord_257,GDOT,Q4 2021,"Feb 23, 2022 AMC","Feb 22, 2021 288 days ago",0.35,286.82
"Joseph Vafi, CFA",Canaccord_257,ACIW,Q4 2021,"Feb 24, 2022 BMO","Nov 4, 2021",,452.21
"Joseph Vafi, CFA",Canaccord_257,ICFI,Q4 2021,"Mar 1, 2022 AMC","Nov 2, 2021",1.35,410.45
"Joseph Vafi, CFA",Canaccord_257,PLAN,Q4 2022,"Mar 2, 2022 AMC","Nov 23, 2021",-0.1,154.41
"Joseph Vafi, CFA",Canaccord_257,SQ,Q4 2021,"Mar 2, 2022 AMC","Nov 4, 2021",0.3,"1,401"
"Joseph Vafi, CFA",Canaccord_257,TTEC,Q4 2021,"Mar 9, 2022 AMC","Nov 10, 2021",1.04,594
"Joseph Vafi, CFA",Canaccord_257,COUP,Q4 2022,"Mar 14, 2022 AMC","Dec 6, 2021",0.05,185.53
"Joseph Vafi, CFA",Canaccord_257,RPAY,Q4 2021,"Mar 21, 2022 AMC","Nov 15, 2021 22 days ago",0.16,62.2
"Joseph Vafi, CFA",Canaccord_257,ZUO,Q4 2022,"Mar 24, 2022 AMC","Dec 1, 2021 6 days ago",-0.02,90.41
"Joseph Vafi, CFA",Canaccord_257,PYPL,Q1 2022,"Apr 27, 2022 AMC","Nov 8, 2021",1.32,"7,090"
"Joseph Vafi, CFA",Canaccord_257,MSTR,Q1 2022,"Apr 28, 2022 AMC","Oct 28, 2021 40 days ago",1.68,130.22
"Joseph Vafi, CFA",Canaccord_257,FIS,Q1 2022,"May 3, 2022 BMO","Feb 12, 2021 298 days ago",1.68,"3,517"
"Joseph Vafi, CFA",Canaccord_257,UIS,Q1 2022,"May 3, 2022 AMC","Nov 3, 2021 34 days ago",0.58,535.29
"Joseph Vafi, CFA",Canaccord_257,SQ,Q1 2022,"May 4, 2022 AMC","Nov 4, 2021",0.52,"1,467"
"Joseph Vafi, CFA",Canaccord_257,ACIW,Q1 2022,"May 5, 2022 BMO","Aug 5, 2021 124 days ago",,302.3
"Joseph Vafi, CFA",Canaccord_257,ICFI,Q1 2022,"May 5, 2022 AMC","Nov 2, 2021",1.31,406.86
"Joseph Vafi, CFA",Canaccord_257,TTEC,Q1 2022,"May 10, 2022 AMC","Nov 10, 2021",1.19,604.36
"Joseph Vafi, CFA",Canaccord_257,QTWO,Q1 2022,"May 10, 2022 AMC","Aug 5, 2021 124 days ago",0.14,136.95
"Joseph Vafi, CFA",Canaccord_257,GDOT,Q1 2022,"May 11, 2022 AMC","Feb 22, 2021 288 days ago",0.86,359.6
"Joseph Vafi, CFA",Canaccord_257,BILL,Q3 2022,"May 12, 2022 AMC","Nov 4, 2021 33 days ago",0,141.74
"Joseph Vafi, CFA",Canaccord_257,COIN,Q1 2022,"May 12, 2022 AMC","Nov 9, 2021 28 days ago",2.71,"1,947"
"Joseph Vafi, CFA",Canaccord_257,RPAY,Q1 2022,"May 16, 2022 AMC","Nov 15, 2021",0.24,63.7
"Joseph Vafi, CFA",Canaccord_257,PLAN,Q1 2023,"May 31, 2022 BMO","Nov 23, 2021",-0.09,162.09
"Joseph Vafi, CFA",Canaccord_257,ZUO,Q1 2023,"Jun 2, 2022 AMC","Dec 1, 2021",-0.01,93.12
"Joseph Vafi, CFA",Canaccord_257,COUP,Q1 2023,"Jun 6, 2022 AMC","Dec 6, 2021",0.32,195.47
"Joseph Vafi, CFA",Canaccord_257,PYPL,Q2 2022,"Jul 27, 2022 AMC","Nov 8, 2021",1.34,"7,214"
"Joseph Vafi, CFA",Canaccord_257,ACIW,Q2 2022,"Jul 28, 2022 BMO","Aug 5, 2021 124 days ago",,319.77
"Joseph Vafi, CFA",Canaccord_257,MSTR,Q2 2022,"Jul 28, 2022 AMC","Oct 28, 2021 40 days ago",1.66,132.13
"Joseph Vafi, CFA",Canaccord_257,FIS,Q2 2022,"Aug 2, 2022 BMO","Feb 12, 2021 298 days ago",1.75,"3,592"
"Joseph Vafi, CFA",Canaccord_257,ICFI,Q2 2022,"Aug 2, 2022 AMC","Nov 2, 2021",1.37,421.96
"Joseph Vafi, CFA",Canaccord_257,UIS,Q2 2022,"Aug 2, 2022 AMC","Nov 3, 2021 34 days ago",0.56,543.17
"Joseph Vafi, CFA",Canaccord_257,SQ,Q2 2022,"Aug 3, 2022 AMC","Nov 4, 2021 33 days ago",0.59,"1,540"
"Joseph Vafi, CFA",Canaccord_257,QTWO,Q2 2022,"Aug 3, 2022 AMC","Aug 5, 2021 124 days ago",0.14,145.28
"Joseph Vafi, CFA",Canaccord_257,GDOT,Q2 2022,"Aug 9, 2022 AMC","Feb 22, 2021 288 days ago",0.54,314
"Joseph Vafi, CFA",Canaccord_257,COIN,Q2 2022,"Aug 9, 2022 AMC","Nov 9, 2021 28 days ago",3.08,"2,199"
"Joseph Vafi, CFA",Canaccord_257,TTEC,Q2 2022,"Aug 10, 2022 AMC","Nov 10, 2021",1.22,619.21
"Joseph Vafi, CFA",Canaccord_257,RPAY,Q2 2022,"Aug 16, 2022 AMC","Nov 15, 2021",0.23,70.2
"Joseph Vafi, CFA",Canaccord_257,PLAN,Q2 2023,"Aug 30, 2022 BMO","Nov 23, 2021",-0.1,180.08
"Joseph Vafi, CFA",Canaccord_257,ZUO,Q2 2023,"Sep 1, 2022 AMC","Dec 1, 2021",0,100.41
"Joseph Vafi, CFA",Canaccord_257,BILL,Q4 2022,"Sep 1, 2022 AMC","Nov 4, 2021 33 days ago",0.03,149.97
"Joseph Vafi, CFA",Canaccord_257,COUP,Q2 2023,"Sep 6, 2022 AMC","Dec 6, 2021",0.34,214.66
Nicolás Suarez,ValionCapital,AVGO,Q4 2021,"Dec 9, 2021 AMC","Dec 2, 2021",7.64,"7,235"
Nicolás Suarez,ValionCapital,COST,Q1 2022,"Dec 9, 2021 AMC","Dec 2, 2021",2.96,"57,500"
Analyst_7529772,Analyst_7529772,UMC,Q4 2021,"Jan 26, 2022 BMO","Nov 3, 2021",0.22,"2,073"
Analyst_7529772,Analyst_7529772,QTWO,Q4 2021,"Feb 16, 2022 AMC","Nov 3, 2021",0.08,133.34
Analyst_7529772,Analyst_7529772,VIAC,Q4 2021,"Feb 17, 2022 BMO","Nov 3, 2021",0.83,"7,569"
Analyst_7529772,Analyst_7529772,UMC,Q1 2022,"Apr 27, 2022 BMO","Nov 3, 2021",0.24,"2,060"
Analyst_7529772,Analyst_7529772,VIAC,Q1 2022,"May 5, 2022 BMO","Nov 3, 2021",1.21,"7,469"
Analyst_7529772,Analyst_7529772,QTWO,Q1 2022,"May 10, 2022 AMC","Nov 3, 2021",0.11,140.69
Analyst_7529772,Analyst_7529772,UMC,Q2 2022,"Jul 27, 2022 BMO","Nov 3, 2021",0.26,"2,113"
Analyst_7529772,Analyst_7529772,QTWO,Q2 2022,"Aug 3, 2022 AMC","Nov 3, 2021",0.12,146.98
Analyst_7529772,Analyst_7529772,VIAC,Q2 2022,"Aug 11, 2022 BMO","Nov 3, 2021",1.13,"6,969"
Analyst_7529772,Analyst_7529772,UMC,Q3 2022,"Oct 26, 2022 BMO","Nov 3, 2021",0.29,"2,130"
Analyst_Holly,Analyst_Holly,UNH,Q4 2021,"Jan 18, 2022 BMO","Nov 10, 2021",4.45,"72,800"
Analyst_Holly,Analyst_Holly,SWKS,Q1 2022,"Jan 27, 2022 AMC","Dec 2, 2021",3.2,"1,530"
Analyst_Holly,Analyst_Holly,ABBV,Q4 2021,"Jan 28, 2022 BMO","Nov 8, 2021",3.37,"15,050"
Analyst_Holly,Analyst_Holly,LMT,Q4 2021,"Feb 1, 2022 BMO","Nov 1, 2021",6.85,"17,500"
Analyst_Holly,Analyst_Holly,AX,Q2 2022,"Feb 1, 2022 AMC","Nov 3, 2021",0.98,173
Analyst_Holly,Analyst_Holly,FB,Q4 2021,"Feb 2, 2022 AMC","Nov 5, 2021",4.08,"34,400"
Analyst_Holly,Analyst_Holly,GOOGL,Q4 2021,"Feb 2, 2022 AMC","Nov 4, 2021",28,"60,000"
Analyst_Holly,Analyst_Holly,REGN,Q4 2021,"Feb 10, 2022 BMO","Nov 9, 2021",19.4,"4,340"
Analyst_Holly,Analyst_Holly,EHC,Q4 2021,"Feb 22, 2022 AMC","Dec 7, 2021",1.14,"1,315"
Analyst_Holly,Analyst_Holly,NXST,Q4 2021,"Mar 1, 2022 BMO","Nov 8, 2021",5.25,"1,251"
Analyst_Holly,Analyst_Holly,MED,Q4 2021,"Mar 10, 2022 AMC","Dec 2, 2021",3.1,386
Analyst_883247,Analyst_883247,RH,Q3 2021,"Dec 8, 2021 AMC","Dec 6, 2021",7.03,988.05
Analyst_883247,Analyst_883247,LULU,Q3 2021,"Dec 9, 2021 AMC","Dec 6, 2021",1.56,"1,480"
Analyst_883247,Analyst_883247,NKE,Q2 2022,"Dec 20, 2021 AMC","Oct 13, 2021 56 days ago",0.75,"11,885"
Analyst_883247,Analyst_883247,ERIC,Q4 2021,"Jan 25, 2022 BMO","Dec 2, 2021",0.27,"7,846"
Analyst_883247,Analyst_883247,FCX,Q4 2021,"Jan 27, 2022 BMO","Oct 26, 2021",0.88,"6,395"
Analyst_883247,Analyst_883247,F,Q4 2021,"Jan 27, 2022 AMC","Nov 22, 2021",0.41,"42,666"
Analyst_883247,Analyst_883247,SBH,Q1 2022,"Feb 3, 2022 BMO","Nov 17, 2021",0.62,998.22
Analyst_883247,Analyst_883247,ODFL,Q4 2021,"Feb 3, 2022 BMO","Oct 31, 2021",2.26,"1,374"
Analyst_883247,Analyst_883247,SNAP,Q4 2021,"Feb 8, 2022 AMC","Oct 31, 2021",0.13,"1,265"
Analyst_883247,Analyst_883247,AOSL,Q2 2022,"Feb 9, 2022 AMC","Nov 6, 2021",1.06,188.2
Analyst_883247,Analyst_883247,SYNA,Q2 2022,"Feb 10, 2022 AMC","Nov 6, 2021",3.07,404.71
Analyst_883247,Analyst_883247,UAA,Q4 2021,"Feb 15, 2022 BMO","Nov 6, 2021",0.15,"1,475"
Analyst_883247,Analyst_883247,WIRE,Q4 2021,"Feb 17, 2022 AMC","Nov 2, 2021",3.17,563.79
Analyst_883247,Analyst_883247,HFC,Q4 2021,"Feb 23, 2022 BMO","Nov 18, 2021",0.62,"4,349"
Analyst_883247,Analyst_883247,OSTK,Q4 2021,"Mar 18, 2022 BMO","Oct 30, 2021",0.5,688.95
Analyst_1729238,Analyst_1729238,GME,Q3 2021,"Dec 8, 2021 AMC","Nov 20, 2021",-0.03,"1,315"
Analyst_1729238,Analyst_1729238,DHR,Q4 2021,"Feb 1, 2022 BMO","Apr 21, 2021 230 days ago",2.04,"7,038"
Analyst_1729238,Analyst_1729238,GME,Q4 2021,"Mar 24, 2022 AMC","Nov 20, 2021",1.71,"2,207"
Analyst_1729238,Analyst_1729238,GME,Q1 2022,"May 26, 2022 AMC","Nov 20, 2021",0.05,"1,453"
Analyst_1729238,Analyst_1729238,GME,Q2 2022,"Aug 25, 2022 AMC","Nov 20, 2021",-0.05,"1,233"
Tobey Sommer,Suntrust_86,KFY,Q2 2022,"Dec 8, 2021 BMO","Sep 8, 2021 90 days ago",1.37,600
Tobey Sommer,Suntrust_86,MAN,Q4 2021,"Feb 1, 2022 BMO","Oct 19, 2021 49 days ago",2.02,"5,307"
Tobey Sommer,Suntrust_86,RHI,Q4 2021,"Feb 1, 2022 AMC","Oct 21, 2021 47 days ago",1.42,"1,696"
Tobey Sommer,Suntrust_86,CACI,Q2 2022,"Feb 2, 2022 AMC","Oct 29, 2021",4.62,"1,531"
Tobey Sommer,Suntrust_86,EXPO,Q4 2021,"Feb 3, 2022 AMC","Oct 29, 2021",0.35,102
Tobey Sommer,Suntrust_86,BAH,Q3 2022,"Feb 4, 2022 BMO","Oct 29, 2021",0.92,"2,178"
Tobey Sommer,Suntrust_86,KFRC,Q4 2021,"Feb 8, 2022 AMC","Nov 2, 2021",0.98,398
Tobey Sommer,Suntrust_86,BCO,Q4 2021,"Feb 9, 2022 BMO","Oct 27, 2021",1.45,"1,048"
Tobey Sommer,Suntrust_86,NSP,Q4 2021,"Feb 14, 2022 AMC","Nov 2, 2021",0.71,"1,200"
Tobey Sommer,Suntrust_86,ASGN,Q4 2021,"Feb 16, 2022 AMC","Oct 27, 2021",1.33,"1,020"
Tobey Sommer,Suntrust_86,AMN,Q4 2021,"Feb 17, 2022 AMC","Nov 5, 2021",2.29,"1,140"
Tobey Sommer,Suntrust_86,LDOS,Q4 2021,"Feb 22, 2022 BMO","Nov 2, 2021",1.6,"3,554"
Tobey Sommer,Suntrust_86,MANT,Q4 2021,"Feb 23, 2022 AMC","Nov 3, 2021",0.81,643
Tobey Sommer,Suntrust_86,HURN,Q4 2021,"Feb 23, 2022 AMC","Nov 3, 2021",0.76,237
Tobey Sommer,Suntrust_86,EHTH,Q4 2021,"Feb 24, 2022 BMO","Nov 8, 2021",0.92,256.5
Tobey Sommer,Suntrust_86,FCN,Q4 2021,"Feb 24, 2022 BMO","Oct 28, 2021",1,675
Tobey Sommer,Suntrust_86,KBR,Q4 2021,"Feb 25, 2022 BMO","Oct 28, 2021",0.64,"2,460"
Tobey Sommer,Suntrust_86,HSII,Q4 2021,"Feb 28, 2022 AMC","Oct 25, 2021",0.94,260
Tobey Sommer,Suntrust_86,ICFI,Q4 2021,"Mar 1, 2022 AMC","Nov 3, 2021",1.17,403
Tobey Sommer,Suntrust_86,APEI,Q4 2021,"Mar 1, 2022 AMC","Nov 9, 2021",0.34,152
Tobey Sommer,Suntrust_86,CCRN,Q4 2021,"Mar 2, 2022 AMC","Nov 3, 2021",1.07,585
Tobey Sommer,Suntrust_86,STRA,Q4 2021,"Mar 4, 2022 BMO","Nov 4, 2021",0.7,271
Tobey Sommer,Suntrust_86,KFY,Q3 2022,"Mar 9, 2022 BMO","Dec 1, 2021",1.14,574
Tobey Sommer,Suntrust_86,PSN,Q4 2021,"Mar 15, 2022 BMO","Nov 4, 2021",0.49,940
Tobey Sommer,Suntrust_86,SAIC,Q4 2022,"Mar 31, 2022 BMO","Dec 6, 2021",1.09,"1,763"
Tobey Sommer,Suntrust_86,EXPO,Q1 2022,"Apr 20, 2022 AMC","Oct 29, 2021",0.49,116
Tobey Sommer,Suntrust_86,MAN,Q1 2022,"Apr 21, 2022 BMO","Oct 19, 2021 49 days ago",1.3,"5,193"
Tobey Sommer,Suntrust_86,HSII,Q1 2022,"Apr 25, 2022 AMC","Oct 25, 2021",0.9,239
Tobey Sommer,Suntrust_86,RHI,Q1 2022,"Apr 26, 2022 AMC","Oct 21, 2021 47 days ago",1.24,"1,668"
Tobey Sommer,Suntrust_86,BCO,Q1 2022,"Apr 27, 2022 BMO","Oct 27, 2021",0.98,"1,085"
Tobey Sommer,Suntrust_86,ASGN,Q1 2022,"Apr 27, 2022 AMC","Oct 27, 2021 41 days ago",1.21,"1,018"
Tobey Sommer,Suntrust_86,FCN,Q1 2022,"Apr 28, 2022 BMO","Oct 28, 2021",1.74,708
Tobey Sommer,Suntrust_86,EHTH,Q1 2022,"Apr 28, 2022 AMC","Nov 8, 2021",0.09,120.9
Tobey Sommer,Suntrust_86,KBR,Q1 2022,"Apr 29, 2022 BMO","Oct 28, 2021 40 days ago",0.52,"1,831"
Tobey Sommer,Suntrust_86,NSP,Q1 2022,"May 2, 2022 AMC","Nov 2, 2021",1.79,"1,320"
Tobey Sommer,Suntrust_86,HURN,Q1 2022,"May 3, 2022 AMC","Nov 3, 2021",0.42,231
Tobey Sommer,Suntrust_86,KFRC,Q1 2022,"May 3, 2022 AMC","Nov 2, 2021",0.77,400
Tobey Sommer,Suntrust_86,STRA,Q1 2022,"May 4, 2022 BMO","Nov 4, 2021",0.73,263
Tobey Sommer,Suntrust_86,CACI,Q3 2022,"May 4, 2022 AMC","Oct 29, 2021 40 days ago",4.72,"1,630"
Tobey Sommer,Suntrust_86,MANT,Q1 2022,"May 4, 2022 AMC","Nov 3, 2021",0.78,664
Tobey Sommer,Suntrust_86,CCRN,Q1 2022,"May 4, 2022 AMC","Nov 3, 2021",0.45,424
Tobey Sommer,Suntrust_86,LDOS,Q1 2022,"May 5, 2022 BMO","Nov 2, 2021",1.6,"3,586"
Tobey Sommer,Suntrust_86,ICFI,Q1 2022,"May 5, 2022 AMC","Nov 3, 2021 35 days ago",1.11,399
Tobey Sommer,Suntrust_86,AMN,Q1 2022,"May 5, 2022 AMC","Nov 5, 2021",1.59,973
Tobey Sommer,Suntrust_86,APEI,Q1 2022,"May 10, 2022 AMC","Nov 9, 2021",0.39,151.3
Tobey Sommer,Suntrust_86,BAH,Q4 2022,"May 31, 2022 BMO","Oct 29, 2021",0.96,"2,247"
Tobey Sommer,Suntrust_86,SAIC,Q1 2023,"Jun 13, 2022 AMC","Dec 6, 2021",1.62,"1,876"
Tobey Sommer,Suntrust_86,PSN,Q1 2022,"Jun 21, 2022 BMO","Nov 4, 2021",0.36,932
Tobey Sommer,Suntrust_86,KFY,Q4 2022,"Jun 21, 2022 BMO","Dec 1, 2021",1.17,600
Tobey Sommer,Suntrust_86,EXPO,Q2 2022,"Jul 19, 2022 AMC","Oct 29, 2021 39 days ago",0.51,119
Tobey Sommer,Suntrust_5,KFY,Q2 2022,"Dec 8, 2021 BMO","Jul 2, 2020 523 days ago",0.4,427
Tobey Sommer,Suntrust_5,MAN,Q4 2021,"Feb 1, 2022 BMO","Jul 20, 2020 505 days ago",1.28,"4,776"
Tobey Sommer,Suntrust_5,RHI,Q4 2021,"Feb 1, 2022 AMC","Jul 24, 2020 501 days ago",0.64,"1,323"
Tobey Sommer,Suntrust_5,CACI,Q2 2022,"Feb 2, 2022 AMC","Apr 30, 2020 586 days ago",3.44,"1,525"
Tobey Sommer,Suntrust_5,EXPO,Q4 2021,"Feb 3, 2022 AMC","Jul 31, 2020 494 days ago",0.41,108
Tobey Sommer,Suntrust_5,BAH,Q3 2022,"Feb 4, 2022 BMO","May 26, 2020 560 days ago",0.96,"2,108"
Tobey Sommer,Suntrust_5,KFRC,Q4 2021,"Feb 8, 2022 AMC","May 6, 2020 580 days ago",0.53,328
Tobey Sommer,Suntrust_5,BCO,Q4 2021,"Feb 9, 2022 BMO","Jul 29, 2020 496 days ago",1.43,"1,008"
Tobey Sommer,Suntrust_5,NSP,Q4 2021,"Feb 14, 2022 AMC","May 4, 2020 582 days ago",0.48,"1,005"
Tobey Sommer,Suntrust_5,ASGN,Q4 2021,"Feb 16, 2022 AMC","Jul 30, 2020 495 days ago",1.18,"1,005"
Tobey Sommer,Suntrust_5,AMN,Q4 2021,"Feb 17, 2022 AMC","Jul 21, 2020 504 days ago",0.69,545
Tobey Sommer,Suntrust_5,LDOS,Q4 2021,"Feb 22, 2022 BMO","May 5, 2020 581 days ago",1.67,"3,618"
Tobey Sommer,Suntrust_5,MANT,Q4 2021,"Feb 23, 2022 AMC","Jul 29, 2020 496 days ago",0.87,659
Tobey Sommer,Suntrust_5,HURN,Q4 2021,"Feb 23, 2022 AMC","Jul 30, 2020 495 days ago",0.93,235
Tobey Sommer,Suntrust_5,EHTH,Q4 2021,"Feb 24, 2022 BMO","Jul 23, 2020 502 days ago",5.38,469
Tobey Sommer,Suntrust_5,FCN,Q4 2021,"Feb 24, 2022 BMO","Jul 30, 2020 495 days ago",1.31,631
Tobey Sommer,Suntrust_5,KBR,Q4 2021,"Feb 25, 2022 BMO","Apr 29, 2020 587 days ago",0.53,"1,511"
Tobey Sommer,Suntrust_5,HSII,Q4 2021,"Feb 28, 2022 AMC","Jul 27, 2020 498 days ago",0.36,148
Tobey Sommer,Suntrust_5,ICFI,Q4 2021,"Mar 1, 2022 AMC","Jun 22, 2020 533 days ago",1.51,427
Tobey Sommer,Suntrust_5,CCRN,Q4 2021,"Mar 2, 2022 AMC","May 7, 2020 579 days ago",0.03,169
Tobey Sommer,Suntrust_5,KFY,Q3 2022,"Mar 9, 2022 BMO","Jul 2, 2020 523 days ago",0.43,434
Tobey Sommer,Suntrust_5,PSN,Q4 2021,"Mar 15, 2022 BMO","May 6, 2020 580 days ago",0.57,"1,057"
Tobey Sommer,Suntrust_5,SAIC,Q4 2022,"Mar 31, 2022 BMO","Jun 4, 2020 551 days ago",1.79,"1,874"
Brian Kinstlinger,Europac_4,MANT,Q4 2021,"Feb 23, 2022 AMC","Nov 3, 2021",0.72,642
Brian Kinstlinger,Europac_4,PRFT,Q4 2021,"Mar 1, 2022 BMO","Oct 28, 2021",0.91,"207,290"
Brian Kinstlinger,Europac_4,OOMA,Q4 2022,"Mar 8, 2022 AMC","Dec 3, 2021 4 days ago",0.11,"50,121"
Brian Kinstlinger,Europac_4,MANT,Q1 2022,"May 4, 2022 AMC","Nov 3, 2021",0.73,662
Brian Kinstlinger,Europac_4,PRFT,Q1 2022,"May 5, 2022 BMO","Oct 28, 2021",0.88,"212,225"
Brian Kinstlinger,Europac_4,OOMA,Q1 2023,"May 24, 2022 AMC","Dec 3, 2021",0.12,"49,941"
Brian Kinstlinger,Europac_4,MANT,Q2 2022,"Aug 3, 2022 AMC","Nov 3, 2021 34 days ago",0.81,676
Brian Kinstlinger,Europac_4,PRFT,Q2 2022,"Aug 4, 2022 BMO","Oct 28, 2021",1.02,"227,885"
Brian Kinstlinger,Europac_4,OOMA,Q2 2023,"Aug 30, 2022 AMC","Dec 3, 2021 4 days ago",0.14,"51,467"
Brian Kinstlinger,Europac_4,MANT,Q3 2022,"Nov 2, 2022 AMC","Nov 3, 2021",0.8,666
Brian Kinstlinger,Europac_4,PRFT,Q3 2022,"Nov 3, 2022 BMO","Oct 28, 2021",1.06,"237,239"
Brian Kinstlinger,Europac_4,OOMA,Q3 2023,"Nov 29, 2022 AMC","Dec 3, 2021",0.16,"52,732"
Brian Kinstlinger,Europac_4,MANT,Q4 2022,"Feb 22, 2023 AMC","Nov 3, 2021",0.77,670
Brian Kinstlinger,Europac_4,PRFT,Q4 2022,"Feb 28, 2023 BMO","Oct 28, 2021",1.08,"242,382"
Brian Kinstlinger,Europac_4,OOMA,Q4 2023,"Mar 7, 2023 AMC","Dec 3, 2021",0.16,"54,106"
Brian Kinstlinger,Europac_4,MANT,Q1 2023,"May 3, 2023 AMC","Nov 3, 2021",0.75,668
Brian Kinstlinger,Europac_4,PRFT,Q1 2023,"May 4, 2023 BMO","Oct 28, 2021",1.02,"243,977"
Brian Kinstlinger,Europac_4,OOMA,Q1 2024,"May 23, 2023 AMC","Dec 3, 2021",0.16,"55,222"
Brian Kinstlinger,Europac_4,MANT,Q2 2023,"Aug 2, 2023 AMC","Nov 3, 2021",0.82,683
Brian Kinstlinger,Europac_4,PRFT,Q2 2023,"Aug 3, 2023 BMO","Oct 28, 2021",1.16,"262,020"
Brian Kinstlinger,Europac_4,OOMA,Q2 2024,"Aug 29, 2023 AMC","Dec 3, 2021",0.18,"56,766"
TheRod,TheRod,PAYC,Q4 2021,"Feb 8, 2022 AMC","Nov 2, 2021",1,280
TheRod,TheRod,TTD,Q4 2021,"Feb 17, 2022 BMO","Nov 8, 2021",0.33,401
TheRod,TheRod,ENPH,Q4 2021,"Mar 1, 2022 AMC","Oct 27, 2021",0.6,405
Analyst_7902306,Analyst_7902306,CSX,Q4 2021,"Jan 18, 2022 AMC","Oct 20, 2021 48 days ago",0.41,"3,195"
Analyst_7902306,Analyst_7902306,IBM,Q4 2021,"Jan 24, 2022 AMC","Oct 20, 2021 48 days ago",4.18,"20,781"
Analyst_7902306,Analyst_7902306,LVS,Q4 2021,"Jan 26, 2022 AMC","Oct 20, 2021 48 days ago",-0.01,"1,616"
Analyst_7902306,Analyst_7902306,DFS,Q4 2021,"Jan 26, 2022 AMC","Oct 20, 2021 48 days ago",3.16,"2,995"
Analyst_3992777,Analyst_3992777,MU,Q1 2022,"Dec 20, 2021 AMC","Nov 13, 2021",2.55,"8,400"
Analyst_3992777,Analyst_3992777,BX,Q4 2021,"Jan 27, 2022 BMO","Sep 30, 2021 68 days ago",1.05,"2,800"
Analyst_3992777,Analyst_3992777,F,Q4 2021,"Jan 27, 2022 AMC","Sep 30, 2021 68 days ago",0.33,"43,000"
Analyst_3992777,Analyst_3992777,AMD,Q4 2021,"Feb 1, 2022 AMC","Sep 30, 2021 68 days ago",0.8,"4,600"
Analyst_3992777,Analyst_3992777,PTON,Q2 2022,"Feb 9, 2022 AMC","Nov 13, 2021",0.01,"1,200"
Analyst_3992777,Analyst_3992777,DDD,Q4 2021,"Mar 2, 2022 AMC","Nov 1, 2021",0.25,250
